name,class,mass,how,year,lat,lon
Cleburne,"Iron, IVA",6800.0,Found,1907,32.31667,-97.41667
Cleo Springs,H4,24000.0,Found,1960,36.43333,-98.43333
Cleveland,"Iron, IIIAB",115000.0,Found,1860,34.88333,-84.78333
Clifford,L6,11360.0,Found,1962,39.1,-103.25833
Clinton,Iron,7700.0,Found,1950,36.08333,-84.2
Clover Springs,Mesosiderite-A2,7700.0,Found,1954,34.45,-111.36667
Clovis (no. 1),H3.6,283000.0,Found,1961,34.3,-103.13472
Clovis (no. 2),L6,41300.0,Found,1963,34.3,-103.13333
Coahuila,"Iron, IIAB",2100000.0,Found,1837,28.7,-102.73333000000001
Coffeyville,H5,35900.0,Found,2006,37.01667,-95.66667
Colby (Kansas),H5,2400.0,Found,1940,39.41667,-101.05
Cold Bay,"Pallasite, PES",320.0,Found,1921,55.183330000000005,-162.55
Coldwater (iron),Iron,18400.0,Found,1923,37.26667,-99.33333
Coldwater (stone),H5,16000.0,Found,1924,37.26667,-99.33333
Cole Creek,H5,16300.0,Found,1991,41.35,-99.11667
Colfax,"Iron, IAB-ung",2300.0,Found,1880,35.3,-81.73333000000001
Colonia Obrera,"Iron, IIIE",12200.0,Found,1973,24.01667,-104.66667
Colony,CO3.0,3912.0,Found,1975,35.35,-98.68333
Colton,"Iron, IIIAB",19670.0,Found,1993,46.57056,-117.09861000000001
Columbus,H5,165.0,Found,1997,31.82967,-107.3945
Comanche (iron),"Iron, IAB-sLL",19700.0,Found,1940,32.01667,-98.7
Comanche (stone),L5,2400.0,Found,1956,31.991670000000003,-98.65167
Conception Junction,"Pallasite, PMG-an",17000.0,Found,2006,40.266667,-94.68333299999999
Concho,L6,93500.0,Found,1939,32.0,-101.5
Cookeville,"Iron, IAB-ung",2300.0,Found,1913,36.16667,-85.51666999999999
Coolidge,C4-ung,4500.0,Found,1937,38.03333,-101.98333000000001
Coon Butte,L6,2750.0,Found,1905,35.0,-111.0
Coopertown,"Iron, IIIE",16800.0,Found,1860,36.43333,-87.0
Cope,H5,12000.0,Found,1934,39.66667,-102.83333
Cope (b),H5,817.0,Found,1967,39.68333,-102.845
Cordes,H4,54.5,Found,1998,34.303329999999995,-112.16617
Corn,H5,5176.0,Found,1994,35.405,-98.74889
Correo,H4,1400.0,Found,1979,34.95,-107.16667
Cortez,H6,715.6,Found,1940,37.35,-108.68333
Cosby's Creek,"Iron, IAB-MG",960000.0,Found,1837,35.78333,-83.25
Costilla Peak,"Iron, IIIAB",35500.0,Found,1881,36.83333,-105.23333000000001
Cotesfield,L6,1160.0,Found,1928,41.36667,-98.63333
Cotopaxi,"Iron, IAB-ung",243.0,Found,2000,38.46483,-105.7015
Cottonwood,H5,800.0,Found,1955,34.83333,-112.01666999999999
Covert,H5,61000.0,Found,1896,39.2,-98.78333
Coyote Dry Lake 001,H5,338.0,Found,1995,35.05017,-116.76683
Coyote Dry Lake 002,H5-6,106.7,Found,1998,35.04753,-116.73092
Coyote Dry Lake 003,H5,255.72,Found,1998,35.08808,-116.75398
Coyote Dry Lake 024,H5,2430.0,Found,1999,35.0715,-116.77205
Coyote Dry Lake 033,H5,5220.0,Found,1999,35.05605,-116.7763
Coyote Dry Lake 040,H4,344.0,Found,1999,35.09373,-116.76343
Coyote Dry Lake 054,H5,392.8,Found,1999,35.07667,-116.74667
Coyote Dry Lake 061,H5,2134.0,Found,1999,35.05242,-116.7667
Coyote Dry Lake 063,H4,67.61,Found,1999,35.05878,-116.773
Coyote Dry Lake 064,H5,1364.31,Found,1999,35.058170000000004,-116.7743
Coyote Dry Lake 067,L6,412.05,Found,1999,35.03815,-116.7531
Coyote Dry Lake 080,H5,278.1,Found,1999,35.074020000000004,-116.76116999999999
Coyote Dry Lake 105,H5,61.5,Found,1999,35.05073,-116.76698
Coyote Dry Lake 110,H4,68.02,Found,1999,35.04625,-116.73546999999999
Coyote Dry Lake 115,H5-6,1369.0,Found,1999,35.05865,-116.76872
Coyote Dry Lake 116,H6,4.4,Found,1999,35.05847,-116.769
Coyote Dry Lake 117,H3,162.0,Found,1999,35.0501,-116.74443000000001
Coyote Dry Lake 119,H5,3.2,Found,1999,35.03815,-116.7531
Coyote Dry Lake 120,H5,18.5,Found,1999,35.05893,-116.76872
Coyote Dry Lake 121,H4,14.2,Found,1999,35.059470000000005,-116.7685
Coyote Dry Lake 129,H5,140.0,Found,2000,35.06917,-116.7502
Coyote Dry Lake 130,H4,6.1,Found,2000,35.06785,-116.7494
Coyote Dry Lake 132,H4,17.4,Found,2000,35.07028,-116.74847
Coyote Dry Lake 134,H5,117.5,Found,2000,35.0925,-116.76083
Coyote Dry Lake 138,H5,18.3,Found,2000,35.05283,-116.76645
Coyote Dry Lake 139,H4,10.4,Found,2000,35.05283,-116.76538000000001
Coyote Dry Lake 142,H4,32.22,Found,2000,35.06725,-116.74853
Coyote Dry Lake 151,H6,90.04,Found,2001,35.056020000000004,-116.72368
Coyote Dry Lake 152,H5,10.84,Found,2001,35.05607,-116.72365
Coyote Dry Lake 153,H5,13.87,Found,2001,35.07362,-116.76371999999999
Coyote Dry Lake 155,H4,17.02,Found,2001,35.06847,-116.76905
Coyote Dry Lake 159,H5,17.7,Found,2001,35.05865,-116.76872
Coyote Dry Lake 160,H5,76.88,Found,2002,35.06152,-116.76295
Coyote Dry Lake 162,H5,9.87,Found,2002,35.07802,-116.76777
Coyote Dry Lake 163,H5,16.66,Found,2002,35.07,-116.77
Coyote Dry Lake 164,H5,43.0,Found,2002,35.05835,-116.77403000000001
Coyote Dry Lake 165,L6,42.57,Found,2002,35.06888,-116.76196999999999
Coyote Dry Lake 175,H6,36.35,Found,2002,35.05475,-116.75431999999999
Coyote Dry Lake 176,H6,187.55,Found,2003,35.054520000000004,-116.73005
Coyote Dry Lake 194,L6,1.47,Found,2004,35.08838,-116.75283
Coyote Dry Lake 221,H4,54.31,Found,2003,35.05717,-116.7205
Coyote Dry Lake 222,L5,22.5,Found,2004,35.040079999999996,-116.75553000000001
Coyote Dry Lake 223,L6,512.0,Found,2004,35.03842,-116.75818000000001
Coyote Dry Lake 230,H6,16.36,Found,2004,35.08958,-116.75007
Coyote Dry Lake 235,LL6,81.4,Found,2004,35.05628,-116.73376999999999
Coyote Dry Lake 249,H4,71.8,Found,2004,35.087579999999996,-116.74603
Coyote Dry Lake 274,H4,7.5,Found,2006,35.059020000000004,-116.76892
Coyote Dry Lake 275,H4,16.2,Found,2006,35.05122,-116.76742
Coyote Dry Lake 276,H6,47.2,Found,2006,35.07118,-116.77162
Coyote Dry Lake 277,H5,21.3,Found,2006,35.0742,-116.7637
Coyote Dry Lake 318,H5,7.2,Found,2009,35.0751,-116.75038
Coyote Mountains,H5,23.04,Found,1998,31.91667,-111.5
Coyote Spring,H5,240.0,Found,2005,36.99367,-114.99367
Crab Orchard,Mesosiderite-A1,48500.0,Found,1887,35.83333,-84.91667
Cranberry Plains,"Iron, IVA",90.0,Found,1852,37.23333,-80.73333000000001
Cranfills Gap,H6,6000.0,Found,1940,31.75,-97.75
Cricket Mountains,H6,10.6,Found,1985,38.903059999999996,-112.82111
Crow Peak,"Iron, IIAB",6320.0,Found,1958,44.47733,-103.972
Cruz del Aire,"Iron, ungrouped",23000.0,Found,1911,26.5,-100.0
Cuba,"Iron, IAB?",1500.0,Found,1871,22.0,-80.0
Cuddeback Dry Lake 001,L6,32.5,Found,1999,35.29575,-117.4668
Cuddeback Dry Lake 002,L6,95.0,Found,2000,35.2755,-117.47833
Cuddeback Dry Lake 003,L6,7.5,Found,2000,35.29183,-117.47067
Cuddeback Dry Lake 004,H6,40.0,Found,2000,35.30233,-117.46016999999999
Cuddeback Dry Lake 005,H5,35.0,Found,2000,35.31232,-117.45315
Cuddeback Dry Lake 006,H6,0.5,Found,2000,35.31227,-117.453
Cuddeback Dry Lake 007,L4,96.7,Found,2000,35.3114,-117.45342
Cuddeback Dry Lake 008,L6,18.02,Found,2000,35.28333,-117.48333000000001
Cuddeback Dry Lake 009,H5,19.0,Found,2000,35.318329999999996,-117.46667
Cuddeback Dry Lake 010,L5,10.5,Found,2000,35.3112,-117.45465
Cuddeback Dry Lake 011,L6,10.69,Found,2000,35.2758,-117.47877
Cuddeback Dry Lake 012,H5,0.72,Found,2002,35.31217,-117.453
Cuddeback Dry Lake 013,H4,1.6,Found,2008,35.31218,-117.45303
Cuddeback Dry Lake 017,H6,23.1,Found,2008,35.28528,-117.48305
Cuddeback Dry Lake 018,H4,8.5,Found,2008,35.28638,-117.48305
Cuddeback Dry Lake 019,L6,10.1,Found,2008,35.30455,-117.45817
Cuddeback Dry Lake 021,L6,31.72,Found,2004,35.3,-117.4605
Cuddeback Dry Lake 023,H5,123.0,Found,1986,35.3248,-117.47983
Cuddeback Dry Lake 028,L5,19.5,Found,2008,35.296,-117.472
Cuddeback Dry Lake 029,H4,22.2,Found,2008,35.296,-117.472
Cuero,H5,46500.0,Found,1936,29.01667,-97.28333
Culbertson,H4,5900.0,Found,1913,40.23333,-100.83333
Cullison,H4,10000.0,Found,1911,37.61667,-98.91667
Cumpas,"Iron, IIIAB",28600.0,Found,1903,30.0,-109.66667
Cushing,H4,567.0,Found,1932,35.96667,-96.76666999999999
Dale Dry Lake,L3.7,300.0,Found,1957,34.08333,-115.78333
Dalhart,H5,4400.0,Found,1968,36.04333,-102.40833
Dalton,"Iron, IIIAB",53000.0,Found,1879,34.8,-84.98333000000001
Danby Dry Lake,H6,8991.0,Found,2000,34.216667,-115.05
Davis Mountains,"Iron, IIIAB",689000.0,Found,1903,30.75,-104.25
Davy (a),L4,50600.0,Found,1940,29.1,-97.6
Davy (b),H4,3770.0,Found,1981,29.008329999999997,-97.70555999999999
Dawn (a),H6,7682.0,Found,1981,34.86,-102.12
Dawn (b),H4/5,257.6,Found,1981,34.86,-102.12
Dayton,"Iron, IAB-sLH",26300.0,Found,1892,39.75,-84.16667
De Kalb,H,566.0,Found,1969,39.59167,-94.92194
De Nova,L6,12700.0,Found,1940,39.85,-102.95
Deep Springs,"Iron, ungrouped",11500.0,Found,1846,36.5,-79.75
Del Rio,"Iron, IIF",3596.0,Found,1965,29.366670000000003,-100.96667
Delaware,L4,8346.0,Found,1972,35.28333,-93.5
Delphos (a),L4,1244.7,Found,1968,34.08333,-103.525
Delphos (b),OC,548.0,Found,1968,34.09,-103.61166999999999
Delphos (c),L5,885.0,Found,1977,34.05,-103.63333
Delphos (d),H5,276.0,Found,1969,34.05,-103.55
Deming,H5,784.0,Found,2009,32.22548,-107.90458999999998
Densmore (1879),L6,37200.0,Found,1879,39.65,-99.68333
Densmore (1950),H6,11300.0,Found,1950,39.56583,-99.64721999999999
Denton County,"Iron, IIIAB",5400.0,Found,1856,33.0,-97.0
Denver City,"Iron, ungrouped",26100.0,Found,1975,33.07139,-102.80028
Deport,"Iron, IAB-sLL",15000.0,Found,1926,33.51667,-95.3
Deport (a),H4,604.0,Found,1944,33.51667,-95.3
Desert Willow,H4/5,11.3,Found,2007,32.319,-111.077
Devil Peak,L6,34.7,Found,1999,35.65917,-115.37283000000001
Dexter,"Iron, IIIAB",1724.0,Found,1889,33.81667,-97.0
Diablo Pass,L6,246.6,Found,2004,33.66348,-114.29207
Diamond Valley,H5,440.0,Found,2001,40.08173,-115.93673000000001
Dimmitt,H3.7,200000.0,Found,1942,34.58333,-102.16667
Dimmitt (b),OC,2800.0,Found,1981,34.48333,-102.32833000000001
Dispatch,H,220.0,Found,1956,39.5,-98.53333
Dix,L6,44000.0,Found,1927,41.23333,-103.48333000000001
Dora (pallasite),"Pallasite, PMG",7600.0,Found,1955,33.92667,-103.955
Dora (stone),OC,1570.0,Found,1970,33.92333,-103.35
Dos Cabezas,L5,755.0,Found,1998,32.295,-109.67
Dougherty,L6,1113.0,Found,2002,33.97917,-101.2
Doyleville,H5,112.0,Found,1887,38.41667,-106.58333
Drayton,H4/5,2350.0,Found,1982,48.66667,-97.11667
Dresden (Kansas),H5,6760.0,Found,1953,39.61667,-100.46306
Drum Mountains,"Iron, IIIAB",529000.0,Found,1944,39.5,-112.9
Dry Lake Valley,L6,3.5,Found,2000,37.72683,-114.7865
Duchesne,"Iron, IVA",22700.0,Found,1906,40.38333,-110.86667
Duel Hill (1854),"Iron, IVA",21800.0,Found,1854,35.85,-82.7
Duel Hill (1873),"Iron, IAB-MG",11300.0,Found,1873,35.85,-82.7
Dumas (a),H5,46050.0,Found,1956,35.9,-101.9
Dumas (b),H6,2284.0,Found,1980,35.925,-101.895
Dumont,"Iron, IVB",27420.0,Found,1994,33.81667,-100.51666999999999
Duncanville,H,17800.0,Found,1961,32.63333,-96.86667
Dungannon,"Iron, IAB-MG",13000.0,Found,1922,36.85,-82.45
Dutch Flat,"Iron, IIAB",48.8,Found,2002,34.48333,-113.91667
Dwight,L6,4100.0,Found,1940,38.85,-96.58333
Eads,H4,4860.0,Found,1975,38.47,-102.82667
Eagle Station,"Pallasite, PES",36000.0,Found,1880,38.61667,-84.96667
Edmond,H6,4000.0,Found,1983,39.76667,-99.91667
Edmonson (a),L6,12000.0,Found,1955,34.28333,-101.83333
Edmonson (b),H4,14402.0,Found,1981,34.28333,-101.83333
Edmonton (Canada),"Iron, IIAB",7340.0,Found,1939,53.666669999999996,-113.41667
Edmonton (Kentucky),"Iron, IAB-sLM",10200.0,Found,1942,37.03333,-85.63333
El Burro,"Iron, IIAB",35900.0,Found,1939,29.33333,-101.83333
El Capitan,"Iron, IIIAB",27500.0,Found,1893,33.5,-105.5
El Carmen,H6,629.0,Found,1987,26.866670000000003,-105.23333000000001
El Mirage,"Iron, IIAB",598.0,Found,1972,33.68333,-112.26666999999999
El Mirage Dry Lake 001,H5,1.5,Found,2000,34.65433,-117.59638000000001
El Mirage Dry Lake 002,H4,13.0,Found,2001,34.64667,-117.58108
El Mirage Dry Lake 003,H6,6.9,Found,2010,34.63432,-117.56217
El Mirage Dry Lake 004,LL6,271.0,Found,2011,34.65783,-117.59891999999999
El Paso,LL4,276.0,Found,1950,31.78333,-106.23333000000001
El Pozo,L5,460.0,Found,1998,26.933329999999998,-105.4
El Rancho Grande,Pallasite,40.7,Found,1954,37.0,-105.0
Elba,H5,4175.0,Found,1966,39.83333,-103.21667
Elida (a),L6,936.8,Found,1968,33.78333,-103.57667
Elida (b),OC,537.8,Found,1968,33.91667,-103.51833
Elida (c),H5,385.5,Found,1968,33.79,-103.56333000000001
Elkhart,H5,573.0,Found,1936,37.01667,-101.88333
Ellicott,"Iron, IAB-ung",15700.0,Found,1960,38.80778,-104.56944
Ellis County,H6,4692.0,Found,1948,38.78333,-99.33333
Elm Creek,H4,7000.0,Found,1906,38.5,-96.2
Elton,"Iron, ungrouped",1900.0,Found,1936,33.71667,-100.83333
Elyria,"Iron, IIIAB",10900.0,Found,1971,38.28,-97.365
Emery,Mesosiderite-A3,16700.0,Found,1962,43.56333,-97.58333
Emmitsburg,"Iron, IIIAB?",450.0,Found,1854,39.71667,-77.3
Enigma,H4,94.0,Found,1967,31.33333,-82.31667
Enon,"Iron, ungrouped",763.0,Found,1883,39.86667,-83.95
Erie,L6,3300.0,Found,1965,40.03167,-105.05667
Escalón,H4,54.3,Found,1979,27.0,-104.0
Essex,H5,5000.0,Found,2002,34.611670000000004,-115.03333
Estacado,H6,290000.0,Found,1883,33.9,-101.75
Etter,L5,450000.0,Found,1965,35.98333,-101.9
Euclid,H5,2500.0,Found,1970,47.95833,-96.7
Eunice,H5,2300.0,Found,1961,34.47,-101.75833
Eustis,H4,502.0,Found,1918,28.83333,-81.68333
Eva,H5,6700.0,Found,1965,36.81667,-101.90833
Fairburn,"Iron, IAB-ung",445.0,Found,1907,43.603,-103.026
Fairfield,"Iron, IAB-MG",1600.0,Found,1974,39.33333,-84.6
Fairview,"Iron, IIIAB",28800.0,Found,1986,34.10139,-102.65
Faith,H5,105000.0,Found,1952,45.33333,-102.08333
Falsey Draw,L6,4180.0,Found,1995,33.84333,-103.93666999999999
Farley,H5,19400.0,Found,1936,36.33333,-104.05
Farnum,L5,4200.0,Found,1937,40.25,-100.23333000000001
Faucett,H5,100000.0,Found,1966,39.61667,-94.86667
Felt,H6,5400.0,Found,1970,36.55,-102.78333
Felt (b),L3.5-5,5590.0,Found,1990,36.58333,-102.7
Ferguson Switch,H5,1700.0,Found,1937,34.0,-101.5
Ferintosh,OC,2201.0,Found,1965,52.8,-112.98333000000001
Fife,H5,8600.0,Found,2003,31.38972,-99.40583000000001
Fillmore,Iron,113.0,Found,1916,49.883333,-103.6
Finney,L5,10700.0,Found,1962,34.26667,-101.56667
Finney (c),OC,492.0,Found,1978,34.29833,-101.68333
Fish Canyon,"Iron, IAB complex",27.3,Found,1992,31.735,-110.75333
Fitzwater Pass,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58941999999999
Flagg,L5,7000.0,Found,1954,34.43333,-102.51666999999999
Flagler,H3.8,4100.0,Found,1972,39.23,-102.99
Flandreau,H5,21360.0,Found,1983,44.04833,-96.59167
Fleming,H3.7,1750.0,Found,1940,40.68333,-102.81667
Florey,H6,110800.0,Found,1978,32.5225,-102.705
Floyd,L4,13000.0,Found,1966,34.193329999999996,-103.575
Floydada,"Iron, IIIAB",12500.0,Found,1912,33.98333,-101.28333
Floydada (b),H5,6266.0,Found,1999,33.98333,-101.33333
Fluvanna (a),L5,9500.0,Found,1967,32.8,-101.11667
Fluvanna (b),H6,4110.0,Found,1976,32.90333,-101.16278
Forestburg (a),L4,26100.0,Found,1957,33.50667,-97.65139
Forestburg (b),L5,26600.0,Found,1957,33.49556,-97.58861
Forsyth County,"Iron, IIAB",22700.0,Found,1891,36.1,-80.2
Fort Pierre,"Iron, IIIAB",15900.0,Found,1856,44.35,-100.38333
Fort Stockton,Iron,4762.8,Found,1952,30.91667,-103.06667
Foster,H4,1992.0,Found,1975,33.1,-102.26666999999999
Fountain Hills,CBa,60.0,Found,2002,33.61,-111.72
Four Corners,"Iron, IAB-ung",25000.0,Found,1924,37.0,-109.05
Franceville,"Iron, IIIAB",18800.0,Found,1890,38.81667,-104.61667
Franconia,H5,100000.0,Found,2002,34.71637,-114.22197
Frankel City,L6,4700.0,Found,1977,32.33333,-102.745
Frankfort (iron),"Iron, IIIAB",10900.0,Found,1866,38.2,-84.83333
Franklin,H5,9062.0,Found,1921,36.71667,-86.56667
Franklinville,L6,108.0,Found,1888,38.5,-100.0
Freda,"Iron, IAB-sLH",268.0,Found,1919,46.38333,-101.23333000000001
Fremont Butte,L4,6647.0,Found,1963,38.5,-105.5
Friona,L5,21900.0,Found,1981,34.54,-102.56833
Gahanna,"Iron, IAB-MG",1201.0,Found,1950,40.01667,-82.86667
Gail,H4,4650.0,Found,1948,32.7,-101.6
Gaines County Park,H5,13700.0,Found,1977,32.83333,-102.73333000000001
Galatia,L6,23900.0,Found,1971,38.64167,-98.88333
Galleta Flat,H4,392.0,Found,2009,32.00415,-110.37503000000001
Garden Head,"Iron, IAB-sHH",1296.0,Found,1944,49.81667,-108.46
Garnett,H4,4788.0,Found,1938,38.26667,-95.25
Garrison,H5,5116.0,Found,1969,33.86333,-103.34666999999999
Gay Gulch,"Iron, IAB-sHH",483.0,Found,1901,63.916669999999996,-139.33333000000002
Gaylord,H4,8480.0,Found,1983,39.61667,-98.7
Georgetown,H6,687.0,Found,1967,39.7,-105.7
Gila Bend,L5,3700.0,Found,2000,33.03333,-112.61667
Giroux,"Pallasite, PMG",4275.0,Found,1954,49.61667,-96.55
Gladstone (stone),H4,57300.0,Found,1936,36.3,-104.0
Glasgow,"Iron, IIIAB",20400.0,Found,1922,37.01667,-85.91667
Glasston,L5,1990.0,Found,1969,48.71667,-97.3
Glen Rose (iron),"Iron, ungrouped",11000.0,Found,1934,32.25,-97.71667
Glorieta Mountain,"Pallasite, PMG-an",148000.0,Found,1884,35.6,-105.8
Gold Basin,L4,61000.0,Found,1995,35.875,-114.23333000000001
Golden Mile,H4,378.8,Found,2000,35.89,-114.16667
Golden Rule,L5,797.6,Found,1999,35.873329999999996,-114.2
Goldstone Dry Lake,H6,1.1,Found,1999,35.373329999999996,-116.90833
Gomez,L6,47000.0,Found,1974,33.18139,-102.40139
Goodland,L4,3628.0,Found,1923,39.35,-101.66667
Goose Creek,H5,2132.3,Found,1999,37.435,-98.31833
Goose Lake,"Iron, IAB-sLL",1169500.0,Found,1938,41.98,-120.54167
Grady (1933),L3-6,4230.0,Found,1933,34.8,-103.31667
Grady (1937),H3.7,9300.0,Found,1937,34.8,-103.31667
Grady (c),H4,5700.0,Found,1970,34.8,-103.31667
Granada Creek,H,479.0,Found,1975,37.96667,-102.33333
Grand Rapids,"Iron, ungrouped",51700.0,Found,1883,42.96667,-85.76666999999999
Grandview,L5,6400.0,Found,2008,32.788333,-101.938333
Grant,"Iron, IIIAB",525000.0,Found,1929,35.16667,-107.88333
Grant County,L6,2300.0,Found,1936,37.46667,-101.43333
Grassland,L4,4400.0,Found,1964,33.11667,-101.58333
Grayton,H5,11300.0,Found,1983,30.31167,-86.16667
Great Bear Lake,H6,40.0,Found,1936,66.0,-120.0
Great Bend,H6,28770.0,Found,1983,38.395,-98.91583
Greaterville,L4,48.0,Found,1995,31.761670000000002,-110.75
Greenbrier County,"Iron, IIIAB",5000.0,Found,1880,37.83333,-80.31667
Greener Reservoir,H4,45.0,Found,2004,39.49133,-112.942
Greenwell Springs,LL4,664.0,Found,1987,30.515279999999997,-91.01222
Gretna,L5,82000.0,Found,1912,39.93333,-99.21667
Grier (a),OC,12.4,Found,1969,34.38167,-103.39166999999999
Grier (b),L5-7,929.4,Found,1969,34.26667,-103.38333
Griffith,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667
Griffith Wash,L6,93.0,Found,2011,35.066390000000006,-114.0975
Gruñidora,H4,130.0,Found,1998,24.16667,-102.0
Gruver,H4,13100.0,Found,1934,36.33333,-101.4
Guadaloupe County,Iron,20.5,Found,1950,29.5,-98.0
Guadalupe y Calvo,"Iron, IIAB",58630.0,Found,1971,26.1,-106.96667
Guffey,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51666999999999
Guilford County,"Iron, IIIAB",1100.0,Found,1822,35.56667,-79.83333
Guin,"Iron, ungrouped",34500.0,Found,1969,33.96667,-87.91667
Gun Creek,"Iron, ungrouped",22700.0,Found,1909,34.0,-111.0
Gunlock,L3.2,6800.0,Found,1982,37.28333,-113.78333
Hagersville,"Iron, IAB complex",30000.0,Found,1999,42.96667,-80.15
Hale Center (no. 1),L5,610.0,Found,1936,34.05,-101.75
Hale Center (no. 2),H4,695.0,Found,1936,34.05,-101.75
Hamilton (Texas),OC,2700.0,Found,1965,31.593329999999998,-98.25
Hammond,"Iron, ungrouped",24000.0,Found,1884,44.91667,-92.43333
Hangman Crossing,H4,1300.0,Found,1976,38.91972,-85.94722
Happy (a),H3,2860.0,Found,1971,35.68,-101.99333
Happy (b),OC,2505.0,Found,1972,34.59333,-101.99333
Happy (c),OC,884.3,Found,1971,34.58333,-102.05
Happy Canyon,EL6/7,16300.0,Found,1971,34.80167,-101.56667
Hardesty,"Iron, IIIAB",8580.0,Found,1986,36.57,-101.19
Harding County,L4,3075.0,Found,1941,45.5,-103.5
Hardtner,L6,13000.0,Found,1972,37.06667,-98.66167
Hardwick,L4,7800.0,Found,1937,43.8,-96.16667
Harlowton,"Iron, IAB-ung",4000.0,Found,1975,46.43333,-109.83333
Harper Dry Lake 001,LL3,13.0,Found,1999,35.05102,-117.30672
Harper Dry Lake 002,H6,12.0,Found,1999,35.050670000000004,-117.30095
Harper Dry Lake 003,L6,95.0,Found,1999,35.0425,-117.30837
Harper Dry Lake 004,LL3,37.0,Found,1999,35.05523,-117.30256999999999
Harper Dry Lake 005,H6,24.0,Found,1999,35.05063,-117.30188000000001
Harper Dry Lake 006,H6,26.0,Found,1999,35.04722,-117.30752
Harper Dry Lake 007,H5,166.7,Found,2000,35.04953,-117.26357
Harper Dry Lake 008,H6,12.5,Found,2000,35.05193,-117.26138
Harper Dry Lake 017,H6,16.4,Found,2007,35.04102,-117.27465
Harper Dry Lake 018,H6,39.7,Found,2007,35.0421,-117.27512
Harper Dry Lake 019,L6,118.7,Found,2007,35.04015,-117.27283
Harper Dry Lake 029,H6,11.56,Found,2008,35.04568,-117.26658
Harper Dry Lake 036,L6,85.5,Found,2010,35.03333,-117.28333
Harriman (Of),"Iron, IVA",30000.0,Found,1947,35.95,-84.56667
Harriman (Om),"Iron, IIIAB",13000.0,Found,1938,35.95,-84.56667
Harrison Township,L6,3263.0,Found,1945,38.33333,-101.71167
Harrisonville,L6,46500.0,Found,1933,38.65,-94.33333
Hart,CK3,966.0,Found,2010,34.377179999999996,-102.11672
Hart Camp,H6,1200.0,Found,1970,33.998329999999996,-102.17667
Hartley,L,2100.0,Found,1967,35.94167,-102.16
Hartsel,H4,490.0,Found,2000,38.83333,-105.8
Haskell,L5,36000.0,Found,1909,33.21333,-99.73167
Hasparos,"Iron, IAB-MG",12880.0,Found,1935,34.0,-105.5
Hassayampa,H4,16000.0,Found,1963,33.75,-112.66667
Hat Creek,H4,8900.0,Found,1939,42.91667,-104.41667
Hatfield,"Iron, IAB complex",21.0,Found,1941,34.48333,-94.45
Haven,H6,6100.0,Found,1950,37.96417,-97.75583
Haviland (a),H5,1035.0,Found,1937,37.61667,-99.1
Haviland (b),H5,2092.0,Found,1976,37.59667,-99.125
Hawk Springs,H5,367.0,Found,1935,41.78333,-104.28333
Haxtun,H/L4,15500.0,Found,1975,40.45667,-102.57834
Hayden Creek,"Iron, IIIAB",270.0,Found,1895,45.0,-114.0
Hayes Center,L6,4500.0,Found,1941,40.51667,-101.03333
Hebron,H6,21820.0,Found,1965,40.16667,-97.6
Hendersonville,L5,6000.0,Found,1901,35.31667,-81.46667
Hereford,OC,2276.0,Found,1970,33.795,-102.24167
Hesston,L6,12900.0,Found,1951,38.11667,-97.43333
Hickiwan,H5,1928.0,Found,1974,32.35833,-112.40888999999999
Hildreth,L5,3060.0,Found,1894,40.33333,-99.03333
Hill City,"Iron, IVA",11700.0,Found,1947,39.36667,-99.85
Hobbs,H4,2300.0,Found,1933,32.73333,-103.1
Hobbs (b),H5,1600.0,Found,1933,32.73333,-103.1
Holland's Store,"Iron, IIAB",12200.0,Found,1887,34.36667,-85.43333
Holliday,Iron,12.0,Found,1950,33.75,-98.83333
Holly,H4,299.0,Found,1937,38.06667,-102.1
Holman Island,LL,552.0,Found,1951,70.73333000000001,-117.75
Holyoke,H4,11200.0,Found,1933,40.56667,-102.3
Homewood,L6,325.0,Found,1970,49.50833,-97.81667
Hope,"Iron, IAB-MG",6800.0,Found,1955,33.68333,-93.6
Hope Creek,LL6,9830.0,Found,1998,65.38333,-146.26667
Hopper,"Iron, IIIAB",1800.0,Found,1889,36.55,-79.78333
Horace,H5,19700.0,Found,1940,38.35,-101.78333
Horse Creek,"Iron, ungrouped",570.0,Found,1937,37.58333,-102.76666999999999
Hot Springs,"Iron, IIIAB",4700.0,Found,1995,39.66667,-118.96667
Howe,H5,8630.0,Found,1938,33.5,-96.6
Hualapai Wash,L6,240.0,Found,2000,35.86333,-114.19333
Hualapai Wash 020,H5,60.9,Found,2003,35.83833,-114.16617
Hualapai Wash 021,H4,20.5,Found,1997,35.8895,-114.192
Hub,L5,6452.0,Found,1991,34.54,-102.59433
Hueco Tanks,L6,314.0,Found,1985,31.91667,-106.15
Hueco Tanks (b),H5,150.0,Found,1985,31.91667,-106.15
Hugo (stone),H5,80.0,Found,1936,39.13333,-103.48333000000001
Hugoton,H5,350000.0,Found,1927,37.2,-101.35
Huizopa,"Iron, IVA",140000.0,Found,1907,28.9,-108.56667
Hunter,LL5,74600.0,Found,1962,36.56,-97.66667
Huntsman,H4,14500.0,Found,1910,41.18333,-103.0
