company,ceo,party,amount
Caterpillar Inc,Dennis Muilenburg,200,2000.0
Caterpillar Inc,Dennis Mullenburg,100,3000.0
Caterpillar Inc,Diane & douglas Oberhelman,200,15500.0
Caterpillar Inc,Doug Oberhelman,100,2500.0
Caterpillar Inc,Doug Oberhelman,200,52750.0
Caterpillar Inc,Douglas Oberhelman,200,41500.0
Caterpillar Inc,Douglas Olberhelman,200,2500.0
Caterpillar Inc,Eugene Fife,100,4400.0
Caterpillar Inc,Eugene Fife,200,2500.0
Caterpillar Inc,Jon Hunstman,200,10000.0
Caterpillar Inc,Jon Huntsman,100,10000.0
Caterpillar Inc,Jon Huntsman,200,12768577.66
Caterpillar Inc,Leon Patten,100,10.0
Caterpillar Inc,Mark Huntsman,200,4500.0
Caterpillar Inc,Peter Magowan,100,1000.0
Caterpillar Inc,Peter Magowan,200,543900.0
Celanese,James Barlett,100,5650.0
Celanese,James Barlett,200,2500.0
Celanese,James Bartlett,200,2500.0
Celanese,Jim Barlett,200,250.0
Celgene Corp,Michael Friedman,100,1250.0
Celgene Corp,Robert Hugin,100,4800.0
Celgene Corp,Robert Hugin,200,343950.0
Centene Corp,David Steward,100,340950.0
Centene Corp,David Steward,200,240400.0
Centene Corp,Frederick Eppinger,100,2750.0
Centene Corp,Frederick Eppinger,200,8038.0
Centene Corp,John Roberts,200,9100.0
Centene Corp,Michael Neidorf,200,2500.0
Centene Corp,Michael Neidorff,100,219700.0
Centene Corp,Michael Neidorff,200,58300.0
Centene Corp,Orlando Ayala,200,2500.0
Centene Corp,Pamela Joseph,100,5750.0
Centene Corp,Pamela Joseph,200,500.0
Centene Corp,Richard Gephardt,100,188750.0
Centene Corp,Richard a Gephardt,100,1000.0
Centene Corp,Robert Ditmore,200,18450.0
Centene Corp,Steward Steward,100,4800.0
Centene Corp,Tommy Thompson,200,598748.0
Centerpoint,Michael Johnson,100,4800.0
Centerpoint,Michael Johnson,200,1000.0
Centerpoint Energy,David Mcclanahan,100,600.0
Centerpoint Energy,David Mcclanahan,200,17100.0
Centerpoint Energy,H Crosswell,200,2500.0
Centerpoint Energy,Janiece Longoria,100,14750.0
Centerpoint Energy,Janiece Longoria,200,45450.0
Centerpoint Energy,Markley Crosswell,100,2250.0
Centerpoint Energy,Milton Carroll,100,5000.0
Centerpoint Energy,O Crosswell,100,500.0
Centerpoint Energy,O Crosswell,200,350.0
Centerpoint Energy,O holcombe Crosswell,200,1250.0
Centerpoint Energy,Oh Crosswell,200,500.0
Centerpoint Energy,Peter Wareing,200,256049.0
Centerpoint Energy,Peter s Wareing,200,2500.0
CenturyLink Inc,Fred Nichols,200,1750.0
CenturyLink Inc,Glen Post,100,4500.0
CenturyLink Inc,Glen Post,200,7250.0
CenturyLink Inc,Glenn Post,100,2500.0
CenturyLink Inc,Harvey Perry,200,3500.0
CenturyLink Inc,Joseph Zimmel,100,30900.0
CenturyLink Inc,Joseph Zimmel,200,2400.0
CenturyLink Inc,Michael Roberts,200,51000.0
CenturyLink Inc,Virginia Boulet,100,2000.0
Charles Schwab Corp,Carolyn Butcher,100,506.0
Charles Schwab Corp,Carolyn Butcher,200,4800.0
Charles Schwab Corp,Cary Butcher,100,2400.0
Charles Schwab Corp,Cary Butcher,200,4800.0
Charles Schwab Corp,Charles Schwab,100,1800.0
Charles Schwab Corp,Charles Schwab,200,1236400.0
Charles Schwab Corp,Charles r Schwab,200,2400.0
Charles Schwab Corp,Nancy Bechtle,100,8100.0
Charles Schwab Corp,Paula Sneed,100,17978.0
Charles Schwab Corp,Roger Walther,200,1000.0
Charles Schwab Corp,Stephen Mclin,200,2200.0
Charles Schwab Corp,Walt Bettinger,200,76000.0
Charter Communication,Bruce Karsh,100,84100.0
Charter Communication,Bruce Karsh,200,78200.0
Charter Communication,Craig Jacobson,100,15900.0
Charter Communication,Darren Glatt,100,3500.0
Charter Communication,Darren Glatt,200,500.0
Charter Communication,David Merritt,200,600.0
Charter Communication,Eric Zinterhofer,100,1000.0
Charter Communication,Jeffrey Marcus,200,2500.0
Charter Communication,John Markley,100,1500.0
Charter Communication,John Markley,200,11000.0
Charter Communication,Thomas Rutledge,100,19000.0
Chesapeake Energy Corporation,Aubrey Mcclendon,100,58600.0
Chesapeake Energy Corporation,Aubrey Mcclendon,200,187100.0
Chesapeake Energy Corporation,Brad Martin,200,11500.0
Chesapeake Energy Corporation,Burns Hargis,100,250.0
Chesapeake Energy Corporation,Burns Hargis,200,5500.0
Chesapeake Energy Corporation,R Martin,200,100000.0
Chesapeake Energy Corporation,R brad Martin,200,21800.0
Chesapeake Energy Corporation,Rawleigh Martin,200,2500.0
Chesapeake Energy Corporation,V burns Hargis,100,750.0
Chesapeake Energy Corporation,V burns Hargis,200,3500.0
Chesapeake Energy Corporation,Vaden Hargis,200,1500.0
Chesapeake Energy Corporation,Vincent Intrieri,200,114900.0
Chevron Corporation,Charles Moorman,100,19900.0
Chevron Corporation,Charles Moorman,200,19500.0
Chevron Corporation,Chuck Hagel,200,1500.0
Chevron Corporation,George Kirkland,200,19900.0
Chevron Corporation,John Stumpf,100,7500.0
Chevron Corporation,John Stumpf,200,38900.0
Chevron Corporation,John Watson,200,132150.0
Chevron Corporation,Linnet Deily,100,45000.0
Chevron Corporation,Linnet Deily,200,3000.0
Chevron Corporation,Robert Denham,100,11500.0
Chevron Corporation,Robert Denham,200,2000.0
Chevron Corporation,Robert e Denham,100,500.0
Chubb Corp,John Finnegan,100,2500.0
Chubb Corp,Lawrence Small,200,7500.0
Chubb Corp,Sheila Burke,200,4000.0
Cigna Corp,David Cordani,100,3000.0
Cigna Corp,David Cordani,200,8000.0
Cigna Corp,Donna Zarcone,100,2000.0
Cigna Corp,Donna Zarcone,200,3800.0
Cigna Corp,Edward Hanway,200,4000.0
Cigna Corp,Eric Foss,100,5000.0
Cigna Corp,Eric Foss,200,2500.0
Cigna Corp,Eric Wiseman,200,19000.0
Cigna Corp,H Hanway,200,55000.0
Cigna Corp,H edward Hanway,200,6300.0
Cigna Corp,John Partridge,100,4500.0
Cigna Corp,John Partridge,200,6000.0
Cigna Corp,William Zollars,200,31000.0
Cisco Systems Inc,Arun Sarin,100,7700.0
Cisco Systems Inc,Arun Sarin,200,7300.0
Cisco Systems Inc,Brian Halla,200,159010.0
Cisco Systems Inc,Carol Bartz,100,2500.0
Cisco Systems Inc,Carol Bartz,200,17500.0
Cisco Systems Inc,Constance e Chambers,100,2500.0
Cisco Systems Inc,Jerry Yang,100,89700.0
Cisco Systems Inc,Jerry Yang,200,45900.0
Cisco Systems Inc,John Chamber,100,5000.0
Cisco Systems Inc,John Chambers,100,114900.0
Cisco Systems Inc,John Chambers,200,434011.0
Cisco Systems Inc,Larry Carter,200,6000.0
Cisco Systems Inc,Richard Kovacevich,200,324100.0
Citigroup Inc,Diana Taylor,100,4900.0
Citigroup Inc,Diana Taylor,200,5000.0
Citigroup Inc,Joan Spero,100,6850.0
Citigroup Inc,Joan e Spero,100,1000.0
Citigroup Inc,Michael Oneill,100,2425.0
Citigroup Inc,Michael Oneill,200,7500.0
Citigroup Inc,Robert Joss,100,2250.0
Citigroup Inc,Robert Ryan,100,550.0
Citigroup Inc,Robert Ryan,200,1850.0
Citigroup Inc,Vikram Pandit,100,5000.0
Cliffs Natural Resources,Joseph Carrabba,100,3500.0
Cliffs Natural Resources,Joseph Carrabba,200,4500.0
Cliffs Natural Resources,Joseph a Carrabba,200,1000.0
Clorox Company,Carolyn Ticknor,100,5000.0
Clorox Company,Daniel Boggan,100,11050.0
Clorox Company,Don Knauss,200,2500.0
Clorox Company,Donald Knauss,100,25000.0
Clorox Company,Edward Mueller,100,11500.0
Clorox Company,Gary Michael,100,8900.0
Clorox Company,Gary Michael,200,16150.0
Clorox Company,George & beverly Harad,100,450.0
Clorox Company,George Harad,100,5500.0
Clorox Company,George Harad,200,1000.0
Clorox Company,Pamela Thomas-graham,100,15000.0
Clorox Company,Richard Carmona,100,500.0
Clorox Company,Tully Friedman,200,13000.0
Coca-Cola Co,Barry Diller,100,107500.0
Coca-Cola Co,Donald Mchenry,100,10000.0
Coca-Cola Co,Evan Greenberg,100,22500.0
Coca-Cola Co,Evan Greenberg,200,13500.0
Coca-Cola Co,Herbert Allen,100,43200.0
Coca-Cola Co,Herbert Allen,200,96800.0
Coca-Cola Co,James Robinson,100,12000.0
Coca-Cola Co,James Robinson,200,14300.0
Coca-Cola Co,Jim Robinson,200,2500.0
Coca-Cola Co,Muhtar Kent,100,3000.0
Coca-Cola Co,Peter Ueberroth,100,5700.0
Coca-Cola Co,Peter Ueberroth,200,11000.0
Coca-Cola Co,Robert Kotick,100,5000.0
Coca-Cola Co,Robert Kotick,200,25900.0
Coca-Cola Co,Ronald Allen,200,500.0
Coca-Cola Enterprises,Curtis Welling,200,2500.0
Coca-Cola Enterprises,John Brock,100,3400.0
Coca-Cola Enterprises,John Brock,200,142850.0
Coca-Cola Enterprises,Orrin Ingram,100,3400.0
Coca-Cola Enterprises,Orrin Ingram,200,161100.0
Coca-Cola Enterprises,Phoebe Wood,100,5000.0
Coca-Cola Enterprises,Phoebe Wood,200,1000.0
Coca-Cola Enterprises,Thomas Johnson,200,500.0
Coca-Cola Enterprises,Thomas Johnston,200,470.0
Coca-Cola Enterprises,Thomas h Johnson,200,2657.5
Cognizant Technology Solutions,Francisco Dsouza,100,11400.0
Cognizant Technology Solutions,Francisco Dsouza,200,19600.0
Cognizant Technology Solutions,John Fox,100,250.0
Cognizant Technology Solutions,John Fox,200,1925.0
Cognizant Technology Solutions,John Klein,200,500.0
Cognizant Technology Solutions,Robert Howe,100,500.0
Cognizant Technology Solutions,Robert Howe,200,2000.0
Colgate-Palmolive Co,Helene Gayle,100,16170.0
Colgate-Palmolive Co,Joseph Jimenez,100,2500.0
Colgate-Palmolive Co,Joseph Jimenez,200,29000.0
Colgate-Palmolive Co,Nikesh Arora,100,15000.0
Colgate-Palmolive Co,Nikesh Arora,200,15000.0
Colgate-Palmolive Co,Stephen Sadove,100,15500.0
Colgate-Palmolive Co,Stephen Sadove,200,4000.0
Comcast Corp,Brian Roberts,100,124800.0
Comcast Corp,Brian Roberts,200,15000.0
Comcast Corp,Jeff Honickman,100,81600.0
Comcast Corp,Jeffrey Honickman,100,109400.0
Comcast Corp,Jeffrey Honickman,200,2400.0
Comcast Corp,Johnathan Rodgers,100,4500.0
Comcast Corp,Johnathan Rodgers,200,2500.0
Comcast Corp,Jonathan Rodgers,100,500.0
Comcast Corp,Kenneth Bacon,100,1000.0
Comcast Corp,Ralph Roberts,100,95100.0
Comcast Corp,Sheldon Bonovitz,100,96000.0
Comcast Corp,Sheldon Bonovitz,200,3400.0
Commercial Metals,Harold Adams,100,2000.0
Commercial Metals,Rhys Best,100,250.0
Commercial Metals,Rhys Best,200,3250.0
Commercial Metals,Robert Guido,200,200.0
Community Health Systems Inc,James Ely,200,23350.0
Community Health Systems Inc,John & cheryl Clerico,200,5000.0
Community Health Systems Inc,John Fry,100,1000.0
Community Health Systems Inc,John Fry,200,2250.0
Community Health Systems Inc,Larry Cash,200,2450.0
Community Health Systems Inc,W larry Cash,200,5000.0
Community Health Systems Inc,Wayne Smith,100,3000.0
Community Health Systems Inc,Wayne Smith,200,42000.0
Community Health Systems Inc,Wayne t & cheryl g Smith,200,10000.0
Community Health Systems Inc,William Jennings,200,1000.0
Computer Sciences Corp,David Barram,100,400.0
Computer Sciences Corp,F Mcfarlan,100,3000.0
Computer Sciences Corp,F warren Mcfarlan,100,3500.0
Computer Sciences Corp,F warren Mcfarlan,200,700.0
Computer Sciences Corp,Irving Bailey,200,6900.0
Computer Sciences Corp,Jmichael Lawrie,200,2500.0
Computer Sciences Corp,Michael Lawrie,200,300.0
Computer Sciences Corp,Thomas Patrick,200,767400.0
Con-Way Inc,Bob Jaunich,200,2400.0
Con-Way Inc,Doug Stotlar,200,6000.0
Con-Way Inc,Douglas Stotlar,200,500.0
Con-Way Inc,Edith Perez,100,500.0
Con-Way Inc,Peter Stott,200,266550.0
Con-Way Inc,W Kennedy,100,5000.0
Con-Way Inc,W Kennedy,200,2400.0
Con-Way Inc,William Corbin,200,500.0
Con-Way Inc,William Schroeder,200,1100.0
Conagra Foods Inc,Andrew Schindler,100,1000.0
Conagra Foods Inc,Andrew Schindler,200,7500.0
Conagra Foods Inc,Jerry Jurgensen,100,1000.0
Conagra Foods Inc,Joie Gregor,200,6000.0
Conagra Foods Inc,Ken Stinson,200,16500.0
Conagra Foods Inc,Kenneth Stinson,200,7500.0
Conagra Foods Inc,Kenneth e Stinson,200,1000.0
Conagra Foods Inc,Mogens Bay,100,5000.0
Conagra Foods Inc,Mogens Bay,200,8900.0
Conagra Foods Inc,Stephen Butler,100,1000.0
Conagra Foods Inc,Stephen Butler,200,3050.0
Conagra Foods Inc,W Jurgensen,200,3000.0
Conagra Foods Inc,William Jurgensen,100,1000.0
ConocoPhillips,James Copeland,200,7500.0
ConocoPhillips,Jody Freeman,100,1000.0
ConocoPhillips,Richard Armitage,200,2000.0
ConocoPhillips,Robert Niblock,200,13500.0
ConocoPhillips,Ryan Lance,200,96600.0
ConocoPhillips,William Reilly,100,6500.0
ConocoPhillips,William Reilly,200,2600.0
Consol Energy,David Hardesty,100,2500.0
Consol Energy,James Altmeyer,100,1500.0
Consol Energy,James Altmeyer,200,2000.0
Consol Energy,John Mills,200,5100.0
Consolidated Edison Inc,Gordon Davis,100,145919.00000000006
Consolidated Edison Inc,John Killian,200,1999.0
Consolidated Edison Inc,Kevin Burke,100,8450.0
Consolidated Edison Inc,Kevin Burke,200,375.0
Consolidated Edison Inc,M Delgiudice,100,2000.0
Consolidated Edison Inc,Micahel Delgiudice,100,1000.0
Consolidated Edison Inc,Michael Delgiudice,100,107300.0
Consolidated Edison Inc,Michael Delguidice,100,3000.0
Consolidated Edison Inc,Michael Delguidice,200,4000.0
Consolidated Edison Inc,Michael Ranger,200,4900.0
Consolidated Edison Inc,Mj Delguidice,100,2500.0
Consolidated Edison Inc,Vincent Calarco,100,5750.0
"Constellation Energy Group, Inc",Kenneth Defontes,100,3100.0
"Constellation Energy Group, Inc",Kenneth Defontes,200,18500.0
Core-Mark Holding,Harvey Tepner,200,1000.0
Core-Mark Holding,J michael Walsh,200,500.0
Core-Mark Holding,L Krause,200,4000.0
Core-Mark Holding,L gay Krause,200,1750.0
Core-Mark Holding,L william Krause,200,1750.0
Corning,Deborah Rieman,200,5000.0
Corning,Gordon Gund,200,211000.0
Corning,James Flaws,100,157050.0
Corning,James Flaws,200,5375.0
Corning,Kurt Landgraf,100,3950.0
Corning,Richard Clark,100,12200.0
Corning,Richard Clark,200,44800.0
Corning,Robert Cummings,200,2500.0
Corning,Stephanie Burns,200,3000.0
Corning,Wendell Weeks,100,4900.0
Corning,Wendell Weeks,200,4000.0
Costco Wholesale Corp,Benjamin Carson,200,3250.0
Costco Wholesale Corp,Charles Munger,200,346045.64
Costco Wholesale Corp,"Charles Munger,",200,40880.0
Costco Wholesale Corp,"Charles thomas Munger,",200,5000.0
Costco Wholesale Corp,Daniel Evans,200,2640.0
Costco Wholesale Corp,Hamilton James,100,108200.0
Costco Wholesale Corp,Hamilton James,200,1000.0
Costco Wholesale Corp,Hamilton tony James,100,61600.0
Costco Wholesale Corp,James Sinegal,100,288150.0
Costco Wholesale Corp,James Sinegal,200,500.0
Costco Wholesale Corp,Jeff Brotman,100,93250.0
Costco Wholesale Corp,Jeff Brotmn,100,1000.0
Costco Wholesale Corp,Jeff Raikes,100,700.0
Costco Wholesale Corp,Jeff Raikes,200,1800.0
Costco Wholesale Corp,Jeffrey Brotman,100,92675.0
Costco Wholesale Corp,Jeffrey Brotman,200,3600.0
Costco Wholesale Corp,Jeffrey Raikes,100,69100.0
Costco Wholesale Corp,Jill Ruckelshaus,100,3050.0
Costco Wholesale Corp,Jill Ruckelshaus,200,6000.0
Costco Wholesale Corp,John Meisenbach,100,8000.0
Costco Wholesale Corp,John Meisenbach,200,42655.48
Costco Wholesale Corp,Richard Galanti,100,23870.0
Coventry Health Care Inc,Allen Wise,200,500.0
Coventry Health Care Inc,Joel Ackerman,100,13000.0
Coventry Health Care Inc,Joel Ackerman,200,5000.0
Coventry Health Care Inc,Joseph Swedish,200,250.0
Coventry Health Care Inc,L Crandall,200,25000.0
Coventry Health Care Inc,L dale Crandall,200,10000.0
Coventry Health Care Inc,Michael Stocker,100,41504.47
Coventry Health Care Inc,Rodman Moorhead,100,2500.0
Coventry Health Care Inc,Rodman Moorhead,200,8200.0
Crown Holdings,Arnold Donald,100,52325.0
Crown Holdings,James Miller,200,13000.0
Crown Holdings,James Turner,200,100.0
Crown Holdings,Jenne Britell,100,500.0
Crown Holdings,Jenne Britell,200,1375.0
Crown Holdings,Jim Turner,200,12000.0
Crown Holdings,John Conway,100,3300.0
Crown Holdings,John Conway,200,44400.0
Crown Holdings,Thomas Ralph,100,2400.0
Crown Holdings,William Little,200,2500.0
Cummins Inc,Alexis Herman,100,20800.0
Cummins Inc,Barbara Vella,100,8500.0
Cummins Inc,Carl Ware,100,3000.0
Cummins Inc,John Watkins,200,4500.0
Cummins Inc,Norman Linebarger,200,2000.0
Cummins Inc,Robert Bernhard,100,4828.33
Cummins Inc,Stephen Dobbs,100,1000.0
Cummins Inc,Stephen Dobbs,200,2000.0
Cummins Inc,Steve Dobbs,200,1000.0
Cummins Inc,William Miller,100,3000.0
DTE Energy,Charles Pryor,100,500.0
DTE Energy,Charles Pryor,200,1250.0
DTE Energy,Eugene Miller,100,500.0
DTE Energy,Eugene Miller,200,3000.0
DTE Energy,Frank Hennesey,200,500.0
DTE Energy,Frank Hennessey,100,2900.0
DTE Energy,Frank Hennessey,200,5950.0
DTE Energy,Gerard Anderson,100,11900.0
DTE Energy,Gerard Anderson,200,18550.0
DTE Energy,Gerry Anderson,200,250.0
DTE Energy,James Lawson,200,250.0
DTE Energy,James Nicholson,100,5400.0
DTE Energy,James Nicholson,200,986850.0
DTE Energy,James Vandenberghe,100,2000.0
DTE Energy,Jim Nicholson,100,2400.0
DTE Energy,Jim Nicholson,200,20000.0
DTE Energy,Joe Robles,200,3000.0
DTE Energy,Josue Robles,100,6000.0
DTE Energy,Josue Robles,200,40550.0
DTE Energy,"Josue Robles,",200,500.0
DTE Energy,Mark Murray,100,2000.0
DTE Energy,Mark Murray,200,139325.0
DTE Energy,W Fountain,100,4000.0
DTE Energy,W frank Fountain,100,3000.0
Dana Holding,Brandt Mckee,200,9000.0
Dana Holding,Joseph Muscari,200,1000.0
Dana Holding,Keith Wandell,200,500.0
Dana Holding,Mark Gallogly,100,356949.0
Dana Holding,Mark Gallogly,200,2400.0
Dana Holding,Virginia Kamsky,200,7500.0
Danaher Corp,Donald Ehrlich,200,500.0
Danaher Corp,Elias Zerhouni,200,2000.0
Danaher Corp,H lawrence Culp,200,30400.0
Danaher Corp,Henry Culp,200,7200.0
Danaher Corp,John Schwieters,100,600.0
Danaher Corp,Mitchell Rales,100,13000.0
Danaher Corp,Mortimer Caplin,100,11750.0
Danaher Corp,Steven Rales,100,11000.0
Danaher Corp,Steven Rales,200,2000.0
Darden Restaurants,Andrew Madsen,200,10500.0
Darden Restaurants,Clarence Otis,100,81600.0
Darden Restaurants,Clarence Otis,200,3500.0
Darden Restaurants,Connie Mack,200,22300.0
Darden Restaurants,David Hughes,200,26500.0
Darden Restaurants,Leonard Berry,200,100.0
Darden Restaurants,Michael Rose,200,38866.0
Darden Restaurants,William Lewis,100,5900.0
Davita,Charles Berg,100,6000.0
Davita,Kent Thiry,100,30300.0
Davita,Kent Thiry,200,86100.0
Davita,Pamela Arway,200,401.0
Davita,Paul Diaz,100,151900.0
Davita,Paul Diaz,200,29400.0
Davita,Peter Grauer,100,22500.0
Davita,Peter Grauer,200,60000.0
Davita,Roger Valine,100,1000.0
Davita,Roger Valine,200,7500.0
Davita,William Roper,100,8000.0
Davita,William Roper,200,9000.0
Dean Foods Co,Greg Engles,200,250.0
Dean Foods Co,Gregg Engles,100,1000.0
Dean Foods Co,Gregg Engles,200,168000.0
Dean Foods Co,Janet Hill,100,5900.0
Dean Foods Co,Joe Hardin,200,9000.0
Dean Foods Co,John Muse,200,95400.0
Dean Foods Co,Joseph Hardin,200,7000.0
Dean Foods Co,V janet Hill,100,1000.0
Deere & Co,Aulana Peters,100,2750.0
Deere & Co,Crandall Bowles,100,129397.95
Deere & Co,David Speer,200,57500.0
Deere & Co,Samuel & marsha Allen,200,5500.0
Deere & Co,Samuel Allen,200,23150.0
Dell Inc,Alex Mandl,200,250.0
Dell Inc,Donald Carty,100,1000.0
Dell Inc,Donald Carty,200,38400.0
Dell Inc,H Perot,100,5000.0
Dell Inc,H Perot,200,197600.0
Dell Inc,H r Perot,200,12900.0
Dell Inc,H ross Perot,100,4800.0
Dell Inc,H ross Perot,200,335300.0
Dell Inc,Henry Perot,200,147800.0
Dell Inc,Henry ross Perot,200,2500.0
Dell Inc,Hr Perot,200,4000.0
Dell Inc,Janet Clark,100,4000.0
Dell Inc,Janet Clark,200,2500.0
Dell Inc,Michael Dell,200,44000.0
Dell Inc,Perot Perot,200,2500.0
Dell Inc,Ross Perot,200,26387.55
Dell Inc,Sarah Perot,200,374800.0
Dell Inc,Sarah catherine Perot,200,5000.0
Dell Inc,Shantanu Naramen,100,2400.0
Dell Inc,Shantanu Narayen,100,87000.0
Dell Inc,Shantanu Narayen,200,2500.0
Dell Inc,Thomas Luce,100,2500.0
Dell Inc,Thomas Luce,200,4250.0
Dell Inc,William & rebecca Gray,200,200.0
Dell Inc,William Gray,100,79852.23000000001
Dell Inc,William Gray,200,1400.0
Dell Inc,"William Gray,",100,14074.71
Dell Inc,William h Gray,100,1000.0
Delta Air Lines Inc,Ed Bastian,200,1250.0
Delta Air Lines Inc,Edward Bastian,200,3500.0
Delta Air Lines Inc,Ken Rogers,100,125.0
Delta Air Lines Inc,Mickey Foret,200,2500.0
Delta Air Lines Inc,Roy Bostock,100,10500.0
Delta Air Lines Inc,Roy Bostock,200,42400.0
Delta Air Lines Inc,Shirley Franklin,100,5650.0
Devon Energy Corporation,Duane Radtke,200,11000.0
Devon Energy Corporation,John Hill,200,500.0
Devon Energy Corporation,John Richels,200,136100.0
Devon Energy Corporation,John Richets,200,1000.0
Devon Energy Corporation,Robert Henry,100,250.0
Devon Energy Corporation,Robert Henry,200,3500.0
Dicks Sporting Goods Inc,Allen Weiss,100,1000.0
Dicks Sporting Goods Inc,Allen Weiss,200,4250.0
Dicks Sporting Goods Inc,Edward Stack,200,146500.0
Dicks Sporting Goods Inc,Emanuel Chirico,200,7500.0
Dicks Sporting Goods Inc,Jacqualyn Fouse,200,2000.0
Dicks Sporting Goods Inc,Larry Schorr,100,500.0
Dicks Sporting Goods Inc,Larry Stone,200,2250.0
Dicks Sporting Goods Inc,Lawrence Schorr,100,13525.0
Dicks Sporting Goods Inc,Lawrence Schorr,200,250.0
Dillards,Alex Dillard,200,24700.0
Dillards,James Freeman,200,14800.0
Dillards,W Stephens,100,11400.0
Dillards,W Stephens,200,67800.0
Dillards,W r Stephens,200,5000.0
Dillards,Warren Stephens,100,12350.0
Dillards,Warren Stephens,200,307200.0
Dillards,Witt Stephens,100,5900.0
Dillards,Witt Stephens,200,11400.0
Dillards,"Witt Stephens,",200,2500.0
Dillards,Wr Stephens,100,4400.0
Dillards,Wr Stephens,200,15800.0
Directv,Charles Lee,100,10175.0
Directv,Charles Lee,200,1285.0
Directv,David Dillon,100,500.0
Directv,David Dillon,200,3700.0
Directv,Dixon Doll,200,4000.0
Directv,Michael White,200,48800.0
Directv,Nancy Newcomb,100,1000.0
Directv,Nancy Newcomb,200,250.0
Directv,Samuel Dipiazza,100,2500.0
Directv,Samuel Dipiazza,200,2500.0
Discover Financial Services,Cynthia Glassman,200,10000.0
Discover Financial Services,David Nelms,100,8000.0
Discover Financial Services,David Nelms,200,129500.0
Discover Financial Services,E follin Smith,200,2000.0
Discover Financial Services,Jeffrey Aronin,100,500.0
Discover Financial Services,Jeffrey Aronin,200,6500.0
Discover Financial Services,Mary Bush,100,550.0
Discover Financial Services,Mary Bush,200,1000.0
Discover Financial Services,Michael Moskow,200,4500.0
Discover Financial Services,Robert Devlin,100,75300.0
Discover Financial Services,Robert Devlin,200,1000.0
Discover Financial Services,Thomas Maheras,100,2000.0
Discover Financial Services,Thomas Maheras,200,10000.0
Discover Financial Services,Tom Maheras,200,7500.0
Dole Food,David Delorenzo,200,8000.0
Dole Food,David Murdock,100,38800.0
Dole Food,David Murdock,200,21800.0
Dole Food,Dennis Weinberg,200,8500.0
Dole Food,Denny Weinberg,200,300.0
Dole Food,Elaine Chao,200,17500.0
Dole Food,Sherry Lansing,100,32012.5
Dollar General Corp,Adrian Jones,200,2500.0
Dollar General Corp,Michael Calbert,200,7500.0
Dollar General Corp,Raj Agrawal,200,7500.0
Dollar Tree,Arnold Barron,200,21000.0
Dollar Tree,Arnold s Barron,200,500.0
Dollar Tree,Bob Sasser,200,67158.57
Dollar Tree,Conrad Hall,100,22400.0
Dollar Tree,H Compton,200,3125.0
Dollar Tree,H ray Compton,200,30375.0
Dollar Tree,Hray Compton,200,1250.0
Dollar Tree,J douglas Perry,200,9800.0
Dollar Tree,Joseph Perry,200,41200.0
Dollar Tree,Macon Brock,100,12300.0
Dollar Tree,Macon Brock,200,500.0
Dollar Tree,Mary Citrino,200,2500.0
Dollar Tree,Mary anne Citrino,200,2600.0
Dollar Tree,Maryanne Citrino,200,2500.0
Dollar Tree,Ray Compton,200,1250.0
Dollar Tree,Robert Sasser,200,3000.0
Dollar Tree,Thomans a Saunders,200,446.43
Dollar Tree,Thomas Saunders,200,350085.28
Dollar Tree,Thomas a Saunders,200,7600.0
Dominion Resources Inc,David Wollard,200,8000.0
Dominion Resources Inc,Frank Royal,100,4500.0
Dominion Resources Inc,Frank Royal,200,1000.0
Dominion Resources Inc,George Davidson,100,75.0
Dominion Resources Inc,George Davidson,200,1500.0
Dominion Resources Inc,John Harris,100,117750.0
Dominion Resources Inc,John Harris,200,32500.0
Dominion Resources Inc,Johnny Harris,100,4000.0
Dominion Resources Inc,Margaret Mckenna,100,12460.0
Dominion Resources Inc,Mark Kingson,100,5000.0
Dominion Resources Inc,Mark Kington,100,15750.0
Dominion Resources Inc,Mark Kington,200,115300.0
Dominion Resources Inc,Peter Brown,200,900.0
Dominion Resources Inc,Robert Jepson,200,65400.0
Dominion Resources Inc,Robert Spilman,100,1500.0
Dominion Resources Inc,Robert Spilman,200,500.0
Dominion Resources Inc,Thomas Farrell,100,27100.0
Dominion Resources Inc,Thomas Farrell,200,312197.61
Dominion Resources Inc,Tom Farrell,200,10000.0
Dominion Resources Inc,William Barr,100,100.0
Dominion Resources Inc,William Barr,200,218800.0
Dominion Resources Inc ,Helen Dragas,100,2500.0
Dominion Resources Inc ,Helen Dragas,200,3700.0
Dover,Bernard Rethore,200,2200.0
Dover,Bob Livingston,200,300.0
Dover,Michael Stubbs,200,1500.0
Dover,Richard Lochridge,200,14500.0
Dow Chemical Co,Andrew Liveris,100,78200.0
Dow Chemical Co,Andrew Liveris,200,113100.0
Dow Chemical Co,Arnold Allemang,200,2000.0
Dow Chemical Co,James Bell,100,8900.0
Dow Chemical Co,James Bell,200,3000.0
Dow Chemical Co,Jeff Fettig,200,29400.0
Dow Chemical Co,John Hess,100,37500.0
Dow Chemical Co,John Hess,200,414700.0
Dow Chemical Co,Ruth Shaw,100,2250.0
Dr Pepper Snapple Group,Anne Szostak,100,1000.0
Dr Pepper Snapple Group,David Alexander,100,1000.0
Dr Pepper Snapple Group,David Alexander,200,10500.0
Dr Pepper Snapple Group,John Adams,100,18400.0
Dr Pepper Snapple Group,John Adams,200,37750.0
Dr Pepper Snapple Group,Joyce Roche,100,2596.6
