Condition,Change in Serum Cholesterol
Diet,-0.9494200147231933
Diet,0.698653225593505
Diet,-21.277830251074718
Diet,-15.829036887036452
Diet,-9.540177033860596
Diet,-14.029513024615728
Diet,11.244004795826477
Diet,-11.40682020569167
Diet,-21.73753598028369
Diet,-7.00603536470984
Diet,2.5603206508605574
Diet,2.2556374405013973
Diet,-11.253159130330278
Diet,-12.11984883369836
Diet,-6.94850016651855
Diet,-1.3239727822945042
Diet,-20.738424217690724
Diet,-45.03298098308988
Diet,-6.292525279954911
Diet,-31.73613822476275
Diet,-13.426287135967588
Diet,5.616208299388568
Diet,-12.837027078441592
Diet,6.4775667237080725
Diet,-9.89559895260585
Diet,-2.0929712126034
Diet,2.3546610213556125
Diet,-31.475954381506373
Diet,-20.551872324612752
Diet,-30.05446799484618
Diet,-15.517294775803244
Diet,-20.264320295301992
Diet,-28.89533640020239
Diet,13.837117248345574
Diet,-14.65539162955206
Diet,-31.772745861653846
Diet,-14.869665249765044
Diet,-10.617966591369031
Diet,2.997205054719945
Diet,-33.980868484456025
Diet,-26.513440647562902
Diet,-10.210253088178849
Diet,-18.41375264434185
Diet,-29.061625508347717
Diet,-1.9921203696474272
Diet,-29.51449994280024
Diet,-12.0711741514251
Diet,-25.732674603040937
Diet,-12.509625171646269
Diet,-3.1879457766332244
Diet,-16.866708506732657
Diet,-15.682561642596156
Diet,-10.197304304189325
Diet,-8.753798927550347
Diet,-39.835080191434486
Diet,-24.693852070026608
Diet,-12.636403115322208
Diet,28.42715748766414
Diet,-13.804456679567073
Diet,-25.34843430699977
Diet,-7.280938158991139
Diet,-1.3967968725442628
Diet,-14.016766794447076
Diet,20.62154242961479
Diet,-27.605522404935456
Diet,-29.58179513322798
Diet,7.484689753103826
Diet,-11.173738179208293
Diet,-20.08304460643891
Diet,-20.588520269325073
Diet,-9.980746238443931
Diet,-35.887024653692116
Diet,-28.92212332225565
Diet,-28.27605559815246
Diet,-1.4693707102239042
Diet,-41.486303683973
Diet,-11.661331688847458
Diet,-30.941538392570816
Diet,-25.345978550123363
Diet,-38.91924897662891
Diet,-3.877578249877226
Diet,9.009484397082897
Diet,-12.835707456673362
Diet,-0.5449190768776457
Diet,-17.32641551750084
Diet,-0.13585241563348838
Diet,-5.9022078661833675
Diet,-2.416846631572062
Diet,-24.89273663187168
Diet,1.3254628509889486
Diet,-19.560963835328582
Diet,-11.48995311538371
Diet,-0.782338547830653
Diet,7.05197858909813
Diet,0.7354991396254658
Diet,14.167944852192022
Diet,-16.00578791480966
Diet,-30.950290007664368
Diet,-9.756182923579745
Diet,-4.022555076728736
Diet,-6.8140217880906
Diet,-32.46548995103011
Diet,-16.135174524187136
Diet,-22.084681112325192
Diet,-0.18707945656559666
Control,-16.71607791024136
Control,6.391658291729415
Control,-3.0956931055253873
Control,10.367824200240927
Control,-39.62510100115197
Control,7.968077787591174
Control,0.5428113057767006
Control,5.8349489547804465
Control,14.870965105027311
Control,16.922038571538355
Control,15.424119845428901
Control,-0.8317673669695421
Control,-1.5354373676538546
Control,-19.504454077798233
Control,34.36550045642118
Control,-6.367466101687825
Control,17.347078698703893
Control,-27.2190807313798
Control,18.281119957130787
Control,-4.567946219840184
Control,1.0830699138655082
Control,-8.429789623723353
Control,-7.594827535021592
Control,-2.1073039478158853
Control,0.36882245021777327
Control,8.212346862628264
Control,7.978611034650429
Control,8.558901791842192
Control,-5.043728904252426
Control,-24.854747396273307
Control,-5.0087659531131585
Control,8.488965182284089
Control,4.558921677156673
Control,-2.22033189949983
Control,-6.192031485558895
Control,-7.073725310081873
Control,-7.765155941801094
Control,-1.290896833458934
Control,6.542441872769899
Control,-6.6479391881397
Control,12.670702032723689
Control,2.412024141959425
Control,-13.669091857172855
Control,7.872953738802888
Control,5.445711730766332
Control,10.563745252011058
Control,1.6020417612588282
Control,0.39959544571771777
Control,11.72153630046021
Control,-16.306703450517407
Control,-3.086108272837526
Control,-22.113106542874537
Control,-4.602047325126406
Control,12.226415214193816
Control,0.5280925625259001
Control,-7.323627340073914
Control,0.6746236629201925
Control,-1.1050346437709402
Control,-4.426263375334076
Control,-8.021526456953053
Control,-11.773590954402236
Control,-7.976312326415041
Control,-0.5060867674804831
Control,-10.161056075191748
Control,-17.72733770261768
Control,6.663640198529291
Control,-15.75112499982493
Control,18.415285902541573
Control,-12.561175811173788
Control,-5.038195247079137
Control,2.740629021380285
Control,0.20546784536514662
Control,36.664405814234584
Control,-12.067435234202197
Control,14.081764317589794
Control,6.987536114476196
Control,-5.936001151950895
Control,9.939569956847269
Control,-10.098455109654108
Control,-20.908406800271766
Control,8.977298010608216
Control,0.5685700578225714
Control,-14.239090835989876
Control,-6.77930013487632
Control,20.257974253942244
Control,5.5369675129032006
Control,31.28055035266079
Control,2.3611565714061524
Control,-13.26270307323942
Control,-14.552696303394253
Control,15.035110993651408
Control,4.387780217467642
Control,-25.365985177680052
Control,12.80149355755876
Control,14.049699584833222
Control,-14.609922263879287
Control,6.925919643596049
Control,-23.974652900119782
Control,12.649108008993945
Control,-14.086746733359018
Control,-12.39789333246076
Control,-17.745032863097766
Control,10.110995032421592
Control,8.681800377159519
Control,0.7895987351071005
Control,10.650115624076287
Control,0.7780002019451058
Control,-15.833709116180652
Control,13.492235229708788
Control,1.914835831255966
Control,-7.132895053861201
Control,19.528870794244902
Control,27.911344078329073
Control,12.882959779907498
Control,-2.5230975325192153
Control,-8.179209486293859
Control,-10.63141204048345
Control,7.276607559748964
Control,4.255450536890804
Control,-10.82748605482885
Control,2.7915943579612263
Control,-32.05903072121541
Control,0.3547936982588935
Control,4.5537160452239664
Control,10.254963844100434
Control,-4.850822057339286
Control,-8.269510098042847
Control,18.038766994238035
Control,3.2342774831221703
Control,-13.341449691542454
Control,-26.82515880041515
Control,-2.93941600059273
Control,23.033445599399602
Control,-9.823840026899077
Control,-33.891699527336954
Control,-8.31301737146672
Control,6.832118721630179
Control,-4.240796435800089
Control,-7.9731001117251115
Control,1.2371956013563663
Control,-12.267204481257954
Control,-3.3646827970670423
Control,23.9791079035245
Control,5.1104186239251
Control,11.226123905913743
Control,8.87778580707321
Control,-3.1944703102933336
Control,-10.41713498364565
Control,-23.900423629562642
Control,-7.667840107922502
Control,27.10259677836414
Control,-5.025000681100225
Control,-30.123847831205968
Control,3.777605378627449
Control,-15.390354325957368
Control,16.536308797953726
Control,1.5333242288674076
Control,-34.17775332938827
Control,-4.655677271498652
Control,19.373800017453537
Control,-0.23197102293967742
Control,-1.8473484782328424
Control,2.3961715805511976
Control,-6.06056327947944
Control,-2.54573876037792
Control,-28.398732225338872
Control,5.086952840366378
Control,12.944603312533827
Control,10.737723335649115
Control,-18.07816730099289
Control,1.1322467657827384
Control,7.691947595847646
Control,-9.768993267782081
Control,17.507894317589127
Control,-10.968797885474636
Control,-0.4269698410315711
Control,21.62431481686269
Control,14.667240577943401
Control,22.436655376001127
Control,1.3660341460682726
Control,-0.36059773696857
Control,-2.4060937586239337
Control,34.02845233170556
Control,-3.313213624112077
Control,13.417454348379916
Control,-14.75837569040787
Control,2.2340777314445166
Control,11.180294041838875
Control,-13.160857774221274
Control,21.329604095326395
Control,7.048998335574925
Control,-8.518706884892719
Control,-2.611638729604438
Control,-11.35762431242575
Control,-3.2404271239272244
Control,-0.6882810884052437
Control,7.833711355119776
Control,-14.636570912840085
Control,14.223157578646843
Control,0.7412370702863318
Control,-0.45674205610504415
Control,12.623206957407547
Control,3.434277325960066
Control,-15.82597082379731
Control,13.052599628926066
Control,-32.23988910486723
Control,6.65813081150875
Control,16.37770632170402
Control,13.903184636502505
Control,0.04539784894498733
Control,-2.33856766726674
Control,30.05387151223416
Control,-0.7139193001422208
Control,-3.7058593487042004
Control,-18.21407470584318
Control,-27.416710490835754
Control,-8.555489435083416
Control,13.23216930857537
Control,-2.7615814907106078
Control,-7.724002067622778
Control,0.5567256895301629
Control,-28.7979397581627
Control,-13.523172939409482
Control,-25.37285704838226
Control,33.36980835437529
Control,-1.133193179812181
Control,8.12011045516714
Control,8.848557992241696
Control,20.92582508446807
Control,-11.828746964896272
Control,19.028029334047773
Control,10.898071271286975
Control,6.211631639373384
Control,-3.4758884613396552
Control,-2.047310096693289
Control,-15.243142598435604
Control,-0.23795887615246225
Control,30.925265778554547
Control,-3.9768095079081074
Control,14.323472070838132
Control,12.140039800508404
Control,4.92212491243789
Control,-16.820215844473832
Control,6.309083838310184
Control,-3.372247533124379
Control,-20.667280181450966
Control,-33.35093970969079
Control,11.557909901857421
Control,-5.4003036777563
Control,11.635273047887823
Control,0.9316271934006415
Control,4.080264763791947
Control,7.341143980509095
Control,0.7307121783614252
Control,-4.960129284097046
Control,13.680695237529815
Control,-16.066137479730777
Control,6.4486412525854195
Control,14.103029296473998
Control,-18.921804147829256
Control,11.332903881107145
Control,-4.849651966130795
Control,-9.672759448664825
Control,-17.040643289283178
Control,-11.682801364082751
Control,8.843909728960407
Control,-3.6634415574855055
Control,29.81224223341929
Control,-5.439653233337649
Control,0.4382828927235156
Control,-18.5381269029728
Control,13.950422627211147
Control,24.767681861231267
Control,6.147275697376664
Control,-7.393407498788207
Control,7.568539767519182
Control,16.362338609996023
Control,-5.363284869181176
Control,6.539687988132112
Control,-9.422280339906347
Control,9.368058846598087
Control,12.083788271253503
Control,-11.734613256150512
Control,-8.321957156772637
Control,-1.1829271210313288
Control,-9.030605992046596
Control,-1.1847304815194502
Control,-1.009268657946905
Control,-2.2585141295901234
Control,-13.566425725143757
Control,20.490574088731748
Control,12.257756314075827
Control,-2.6061470021504847
Control,-10.986634972988625
Control,5.841525597535217
Control,10.133083553286315
Control,5.605603580428279
Control,10.1720976472319
Control,26.75827859470946
Control,9.132502749021759
Control,-5.519790591490599
Control,1.423687136057875
Control,-25.241657694425403
Control,10.815156684574662
Control,6.400930685870587
Control,24.948750214575682
Control,6.690548347890065
Control,-11.293389511187062
Control,10.016934279421454
Control,9.737644644230903
Control,-7.532106452391783
Control,12.398430244013412
Control,-31.14169966187108
Control,-0.8959457500358735
Control,1.7434010791763073
Control,3.941988180644006
Control,-18.31481027137541
Control,-2.1636875470025565
Control,8.620263327360636
Control,-7.690865938180974
Control,7.374386676096556
Control,20.294125343250414
Control,5.124000702261626
Control,-0.06992372742336905
Control,6.580558405583628
Control,3.621159309551711
Control,6.56340691263823
Control,-17.838069471620535
Control,6.382769713106062
Control,0.37322413743340266
Control,-4.599641300061549
Control,-4.743003358658404
Control,-16.171295015967516
Control,17.74578928202853
Control,2.359641147153898
Control,-0.10622861636521408
Control,12.722735725546872
Control,-8.976363433727187
Control,4.247760737038255
Control,44.396125560463474
Control,-2.5163410235401216
Control,-28.940045990854117
Control,0.6683951947713009
Control,-11.525468520702965
Control,-17.702978261773264
Control,2.287872883985991
Control,0.5121181217776063
Control,-6.978568578979256
Control,-23.913242402293893
Control,-18.38835786132744
Control,8.142078917609268
Control,33.65042742682982
Control,6.732412909607588
Control,0.6792600948549521
Control,-19.38062835148763
Control,19.354371310794374
Control,0.5646481548467011
Control,2.877283475863578
Control,8.943562410978197
Control,2.3247250118681744
Control,-23.874619145090165
Control,-4.3016174776600185
Control,-7.110489968933449
Control,0.8281808118471001
Control,-10.51606598265459
Control,-14.609340239716738
Control,11.40161459586621
Control,4.359083563443271
Control,-19.2115514076593
Control,7.176630145432416
Control,1.6360709800909738
Control,4.715104380626903
Control,9.496202767424819
Control,1.2989718359031053
Control,-11.895945687941811
Control,9.216121511872341
Control,17.440693207965708
Control,-28.85272746383986
Control,-16.615244934190084
Control,-10.139370323023854
Control,-25.961955509035224
Control,-18.64715632304009
Control,-25.774987827987097
Control,1.6200097004607303
Control,12.525364285373394
Control,11.001426956812422
Control,6.276170263245929
Control,12.769468855291422
Control,5.925200447139772
Control,13.135111436977958
Control,-3.100194707095792
Control,-9.732103580676663
Control,17.827903995218364
Control,1.8054760710313773
Control,-16.8966648633272
Control,-20.41341648699895
Control,-28.396993016956102
Control,-18.267415613136453
Control,-38.87102394847482
Control,-21.213629700214874
Control,25.415720987857917
Control,5.937552375270907
Control,-9.667358504508314
Control,-13.315441682606194
Control,-5.08354871277139
Control,2.547559343377066
Control,17.225612947571484
Control,-25.134404660210695
Control,-20.29450540024409
Control,-21.050984058684158
Control,-10.487385612007735
Control,18.020236305395667
Control,-20.730172818742137
Control,-27.21459683264105
Control,22.413869208717394
Control,-1.6443781806040059
Control,-12.823998632090772
Control,13.713105965930856
Control,2.5672059853210936
Control,26.05799555895549
Control,-17.218742498807107
Control,17.052450835509294
Control,14.928336486481037
Control,-3.885730971741481
Control,-10.096372427058242
Control,12.601734033814813
Control,12.578780788677983
Control,1.965052034790622
Control,-5.924514355403223
Control,-3.7143789298501404
Control,27.3478651681287
Control,-6.761031092699834
Control,-11.721393778689716
Control,-12.056461358076412
Control,2.913865917545097
Control,21.255413823728112
Control,19.50536765129801
Control,1.572662760736192
Control,-7.118775177129096
Control,15.875220224530388
Control,-13.465218145637547
Control,0.27216790248240463
Control,10.434096176077638
Control,3.371235602428592
Control,-38.072322254021536
Control,-15.841063293037546
Control,8.07417300957866
Control,1.9734175588591305
Control,1.76388391717486
Control,-9.614811485490547
Control,-1.7642194177517152
Control,-14.807880609803927
Control,9.797042572101258
Control,0.1833117249186127
Control,5.739730500941023
Control,-3.9432705707060722
Control,-3.749092880003473
Control,-9.120421616355062
Control,24.055656334640755
Control,16.70549781241075
Control,11.321794739914873
Control,-1.124944571503119
Control,-17.492825708842357
Control,-7.6566796234292065
Control,-13.62274281391581
Control,23.350582190039933
Control,-9.263289087957032
Control,-16.13864635291444
Control,-0.8464643798288906
Control,-0.07926028591561596
Control,25.29071748356229
Control,-1.3839875903455583
Control,-9.731921155075103
Control,7.077011719334484
Control,17.83936733613845
Control,-15.48878497058098
Control,5.177807594423635
Control,-4.037480111178354
Control,-4.475844997557933
Control,0.6074626797535556
Control,-15.262785853072435
Control,12.364578501320585
Control,-5.315709511063189
Control,25.296834882107543
Control,35.093342696297206
Control,1.1949803536883277
Control,-2.126368922994658
Control,9.437284243239453
Control,-25.888135179486586
Control,-18.150745203634706
Control,-3.4128672918126357
Control,12.199596368498236
Control,-13.162085251118098
Control,9.233685668905975
Control,23.976847345247954
Control,-4.383623036888697
Control,7.3442909377377035
Control,-12.781506279660398
Control,-20.953000788846342
Control,-6.06890659160185
Control,-46.386020072907684
Control,-12.787491276886414
Control,-2.566872349243761
Control,-10.009675161082212
Control,-7.178132052579428
Control,2.5130926259062636
Control,13.566919514021068
Control,-9.416927983024618
Control,-3.048155282164192
Control,19.676953756976967
Control,-1.0303810724074045
Control,23.772658304834522
Control,6.471952380833561
Control,-2.881684378217062
Control,-43.065976427140484
Control,-3.2865780850947446
Control,-21.606693835329118
Control,8.110491647165478
Control,-11.505952726521029
Control,4.710724632541615
Control,18.41101094158783
Control,42.94774888785109
Control,11.41926655923338
Control,-16.63505352488817
Control,3.3484193667651976
Control,-15.290656481055482
Control,-1.7724855847696113
Control,1.1223781767950083
Control,-11.730713803024143
Control,-0.020892836182067165
Control,-11.807724076697047
Control,7.0048740892653285
Control,-4.630163700241788
Control,15.6253662674882
Control,3.8981805294623957
Control,18.06159194322653
Control,-13.681476355387698
Control,12.205600400740305
Control,1.8331919391487306
Control,14.58117237788354
Control,9.559010990855015
Control,-23.30558946079679
Control,11.370090618607609
Control,13.780095416140838
Control,9.648855863877882
Control,7.550782235010839
Control,12.919256066032736
Control,7.659782054022074
Control,-6.869607578426913
Control,14.163816541860346
Control,-14.70969557247624
Control,-7.282000650456019
Control,-15.154286233014462
Control,5.958446503409058
Control,13.380076439290661
Control,-19.958807355389567
Control,16.173137448219475
Control,-21.886726824466464
Control,-19.934379620804933
Control,26.39386373112374
Control,8.100273897893224
Control,-29.356486076791203
Control,6.124510195453885
Control,-5.053532996984703
Control,-21.915832016383963
Control,-20.68137369312055
Control,-2.122415016610801
Control,7.6649895157555274
Control,-4.271989152507855
Control,-15.770692355328025
Control,3.103744090682098
Control,-13.258171983777492
Control,15.702725565609516
Control,20.495510777641247
Control,-1.6567332577908982
Control,6.407382660785567
Control,-9.048499951394113
Control,-14.534543617038217
Control,6.244707891619467
Control,13.850518455397562
Control,-17.075463487746227
Control,-6.45104067934262
Control,-20.903374612406385
Control,12.472862552376903
Control,15.280106223777565
Control,-30.40659203018716
Control,24.883648180878165
Control,2.2542324881781814
Control,1.8513379724198509
Control,-17.333593312573377
Control,-11.681627386740663
Control,15.516498606189195
Control,-17.599264704965602
Control,-24.680922441356493
Control,0.8172690244883893
Control,-10.352813051690495
Control,-24.339604367741284
Control,11.414854072588238
Control,-23.770097868077343
Control,6.159644061915521
Control,16.743391449149176
Control,-14.383379214415129
Control,-15.715880468485963
Control,-10.922568216422665
Control,-10.765022074129321
Control,-4.552484775804679
Control,12.114808992718425
Control,10.794627829280573
Control,9.168745830365285
Control,-21.31744742436689
Control,-26.086707344995077
Control,-8.856928012790977
Control,1.5342750368752682
Control,-8.220831140765954
Control,-2.917573098389962
Control,8.871681514085823
Control,1.544560481236402
Control,-10.952282707348173
Control,27.704322696856362
Control,-34.57781090845146
Control,-12.060369428472693
Control,-8.637615588260896
Control,-9.923126379273366
Control,18.899298245427055
Control,5.157762696694277
Control,13.487810364144334
Control,2.3460142984722645
Control,3.9309319105318954
Control,8.777744877449933
Control,-8.967747577245019
Control,-25.373776761115987
Control,21.626400328539717
Control,-7.591255118968211
Control,-17.28269826943733
Control,10.960520710973682
Control,2.5320986370101743
Control,8.858966389933727
Control,-22.993621702064623
Control,-8.612263302666888
Control,-21.35036444680496
Control,0.00045150850128305997
Control,-12.196472709349168
Control,-18.016347241239664
Control,12.895667131703114
Control,-9.299255349102328
Control,-0.7236096402567853
Control,13.332033714498193
Control,5.70600742351148
Control,9.165517148296052
Control,10.727978685828344
Control,-5.982389840947506
Control,15.590061074671464
Control,6.980012840338573
Control,-27.402300828999373
Control,-16.873483248556347
Control,-12.14082141720164
Control,8.495051305317874
Control,6.335819910346027
Control,14.910272715748865
Control,-3.493194532837502
Control,2.0697812940518965
Control,-4.368663525670676
Control,-13.417710651946345
Control,11.849515797490685
Control,-8.32422065913806
Control,9.790715122792195
Control,-8.04392884503677
Control,19.213602841914554
Control,3.139435412880478
Control,-16.48766590041309
Control,-5.377666241468732
Control,-14.488425315335016
Control,-20.311062936072137
Control,-5.617351230383712
Control,15.408686109044691
Control,18.82370734957448
Control,-7.286008931552158
Control,-5.7851235922304305
Control,6.950623973655315
Control,3.7469906270811233
Control,29.861105096406824
Control,3.80331648093144
Control,-31.441493988238285
Control,21.79726665649587
Control,-3.4807780115624514
Control,3.5500364519256147
Control,-1.2324232523258973
Control,10.444235430212537
Control,25.034490089228377
Control,-12.689861540212766
Control,-0.8726468767751693
Control,-6.909947368766051
Control,-13.814155565398563
Control,5.87170926978693
Control,-4.173885201715872
Control,16.3828539619239
Control,-21.293539647362547
Control,-6.867520581889411
Control,10.849906102899896
Control,-4.186941555475174
Control,-34.019335014249094
Control,-3.093782958455052
Control,16.66557615063232
Control,16.654412312983368
Control,11.07721675902416
Control,-4.5681115242975245
Control,-2.547705466666863
Control,-0.3848187758885724
Control,6.777125247049511
Control,12.651270175384658
Control,14.556504065074895
Control,-12.841305183259296
Control,-4.366007272717736
Control,-1.7379068252609802
Control,5.649273181301588
Control,28.509134993969724
Control,12.360957888336435
Control,-32.205435154723574
Control,6.5920589053941345
Control,16.347843145877302
Control,-8.646947506562618
Control,23.966699997847087
Control,-2.761903194547365
Control,-18.834522825284065
Control,1.4502884402059295
Control,3.4137572881591254
Control,9.67842342686371
Control,-1.5517803927803522
Control,-0.28497712121665275
Control,-6.685690327027119
Control,-10.019477747723606
Control,32.094923449133034
Control,8.208345119374533
Control,29.924705108031077
Control,1.309078497086082
Control,0.3292467033585669
Control,18.146698662126436
Control,2.6076965217461523
Control,16.346729998868657
Control,-1.0774899146333492
Control,17.284482735404083
Control,14.943168983810784
Control,2.2013879496355075
Control,3.906476914417307
Control,-6.329065875829804
Control,10.235104233160614
Control,-27.144029024640503
Control,10.67828856666306
Control,-39.391983514211525
Control,-3.636950917309745
Control,33.2117773370962
Control,-18.944934544018288
Control,-30.31143418221747
Control,16.242193922205097
Control,-28.03096815783494
Control,9.497258651779847
Control,-19.877864249538746
Control,-2.2496222948365423
Control,8.607284495749047
Control,-31.169708875667656
Control,-6.099669575329876
Control,7.2951587656732375
Control,8.65300856693557
Control,1.1812418626166012
Control,-11.174796108408735
Control,-3.5942544003926087
Control,-1.6479448601255962
Control,20.215918265107753
Control,-2.232388614652185
Control,-5.867585870593921
Control,-3.1343209040933644
Control,-3.6193220009408833
Control,-8.170872140056286
Control,-14.739133555539217
Control,19.18268948974703
Control,5.727402001014509
Control,-12.290888594044949
Control,20.464829263965115
Control,-5.276952789139397
Control,-3.273656401218977
Control,-13.743708588188229
Control,-24.822457114783614
Control,4.219818384541862
Control,5.38137816993435
Control,4.558634503596544
Control,-10.982517032133961
Control,-8.041289511997558
Control,-11.234641129240599
Control,-11.306095963452503
Control,19.409610435792523
Control,-2.6698950210821284
Control,3.0476759555502637
Control,-10.389074197100953
Control,-6.7491462399378745
Control,-0.4309945891854837
Control,3.520734835802773
Control,2.521751725528863
Control,7.564269716841315
Control,10.72798479804215
Control,12.649049783197748
Control,21.74560323542638
Control,-11.988008341882242
Control,1.8377871195540028
Control,0.744150119140375
Control,5.871388954802308
Control,-4.5173131947691685
Control,-15.796019775059488
Control,29.356834418260235
Control,-12.50087433649211
Control,-10.615370043634588
Control,-1.0065288142259148
Control,-16.821094899701187
Control,11.553963260144794
Control,-7.47524509764617
Control,-15.967312855261815
Control,-24.843709861166488
Control,16.133270499556392
Control,-3.005559973768959
Control,7.578514315024796
Control,3.7688706535098504
Control,-4.492082543696229
Control,6.372186327562793
Control,-2.228595889207406
Control,0.4133466835545063
Control,-21.307894391033496
Control,15.633068159624141
Control,-42.81954681703735
Control,11.029564697629718
Control,-12.955259015801827
Control,-15.597521209434959
Control,0.3251665083837092
Control,5.001085053293531
Control,-9.582181406129223
Control,-13.573011062895784
Control,-8.341399463823096
Control,-37.888874547880576
Control,5.6783687422738165
Control,0.5282929274284895
Control,2.2505070319184157
Control,20.445126627735263
Control,6.801119766095528
Control,0.9464292392142466
Control,1.9838702521238587
Control,-5.270284670819007
Control,22.766338374319385
Control,6.624733466728291
Control,-5.018835729468423
Control,-2.779225721367622
Control,-3.8266613681802006
Control,-10.152762855644832
Control,1.8151974641416073
Control,1.5879185515108687
Control,-9.702062848541182
Control,-10.306047367316426
Control,0.9780154236629359
Control,5.048214643196445
Control,-7.336070813643424
Control,-8.323487190940316
Control,-5.179298152991473
Control,-10.898594085305156
Control,6.703990434633395
Control,-24.27592693313194
Control,20.00413868223673
Control,6.334708771253709
Control,-24.91241606798711
Control,15.534819701168882
Control,22.330136752290464
Control,7.676901213778319
Control,-7.845898918315308
Control,-18.60208529566911
Control,17.684667447553075
Control,3.8175831764596344
Control,-3.494934496202071
Control,17.945062920683565
Control,2.9033408461146233
Control,-9.694215536825556
Control,-17.173524712686763
Control,16.29249370796777
Control,-17.085334903595605
Control,11.551369321658251
Control,-17.936877901838304
Control,-22.425746131166086
Control,1.4671672716106348
Control,22.153120437098345
Control,-6.435206453715478
Control,-20.853224078224496
Control,-11.740889335075178
Control,-16.99811429972504
Control,-0.5191079244334315
Control,4.330244780777263
Control,-5.810858761740299
Control,0.2690013573629231
Control,-2.781450093828093
Control,-16.172969756616393
Control,-19.606626714891764
Control,8.190548450841048
Control,-12.783355782286955
Control,-1.6507444537555696
Control,30.48518811606472
Control,7.279361527822365
Control,4.920373127963291
Control,-11.429513286545697
Control,24.85909410676381
Control,35.03717413634155
Control,21.367582915443315
Control,7.207303344355376
Control,10.995437672045776
Control,3.425449676776015
Control,15.8943879014043
Control,21.40108818496775
Control,6.027942407792927
Control,20.872065838255473
Control,10.28954231150259
Control,5.566218251740851
Control,13.268232505514877
Control,-20.568406399621725
Control,7.2611769150197105
Control,-3.9640611363375666
Control,11.695765346609049
Control,6.3274734613232715
Control,-6.308951834980793
Control,1.3229829775121607
Control,4.729803613664404
Control,-17.041803873886014
Control,-23.552235231583463
Control,-12.529842030561436
Control,15.114168536053871
Control,-20.943775275687727
Control,-10.044017509805146
Control,21.1907487433907
Control,-3.643362225549901
Control,5.141611642774352
Control,-11.136168081096583
Control,17.86455961182582
Control,8.566674807944851
Control,6.986152123485126
Control,-7.66006851504627
Control,1.227652640900092
Control,25.766966924968493
Control,-2.33294061435746
Control,-3.524582111394945
Control,5.827380542739374
Control,14.984829253978495
Control,4.937718975784993
Control,29.296852317414704
Control,-11.323853067164713
Control,15.635280180718059
Control,7.547777858265251
Control,-16.09853967620753
Control,4.251305883218901
Control,-17.457441202786192
Control,3.6801634603154874
Control,-24.202423390228454
Control,-23.105437598022565
Control,6.913927228931987
Control,46.8885059428268
Control,-7.1090874822182375
Control,-9.267238892523462
Control,-5.507781192313964
Control,-7.4807312781642334
Control,1.833758163917619
Control,-18.377117109877403
Control,-20.87893780869406
Control,6.963727488995111
Control,-11.378648150236005
Control,-9.09989459143965
Control,-7.4386697957881305
Control,-6.566972852666507
Control,-6.790229382622938
Control,0.9280788308285044
Control,15.768082233235074
Control,4.111241781403447
Control,12.87695449227421
Control,4.395152915624585
Control,-8.086606698399386
Control,-14.054327610923611
Control,2.287205494349035
Control,-22.332517339954297
Control,1.0644281947267564
Control,-3.7660436778976147
Control,-2.821254835620901
Control,-2.803681531699124
Control,-18.987913754419843
Control,1.5530599586901301
Control,-1.194777075252428
Control,8.235897838399538
Control,1.6011260620037442
Control,4.44528538431699
Control,14.29654556268528
Control,-32.57081327039056
Control,1.626967183629458
Control,-1.0483026557962185
Control,2.982324808098678
Control,-15.494244587830002
Control,25.61172610434515
Control,-22.616556095477076
Control,25.527480749058608
Control,20.04785642745455
Control,6.150621102822327
Control,29.258545055243264
Control,11.473132180593261
Control,6.660000478225545
Control,1.725399579375754
Control,-15.95596948162556
Control,-13.947102410511393
Control,22.936393724735805
Control,15.606645325638937
Control,9.781859761825885
Control,-6.415968046108222
Control,-3.4885682104578093
Control,-11.774647518300462
Control,2.656913997243595
Control,12.523906918392862
Control,-12.387925802501407
Control,24.343696693195387
Control,3.2452856117631965
Control,20.8577143193948
Control,11.38128812396732
Control,12.379280668556408
Control,-15.218212193132741
Control,13.552289869284175
Control,35.54592290456933
Control,7.457771209143321
Control,-17.915051942541528
Control,12.193386703673655
Control,18.575944194950573
Control,-11.04245115815599
Control,-24.565689464420107
Control,-30.090484332687044
Control,22.13331804046005
Control,16.418100416823236
Control,4.4777396550822015
Control,24.610199027563183
Control,13.81198247604305
Control,19.75705489244937
Control,10.576056518325151
Control,-0.016944439708800663
Control,-0.4433818367324378
Control,-8.702900379032958
Control,-12.398007510085378
Control,9.94886218656888
Control,3.587134513593945
Control,1.571819194009855
Control,3.2209052010872856
Control,13.953639118297941
Control,5.7905856017326345
Control,2.5195533454176364
Control,-7.156646874125918
Control,9.278574564883307
Control,-10.368347653788055
Control,-14.572624841089977
Control,20.88906039625006
Control,9.820253042929025
Control,7.5292674376185715
Control,9.715698313382742
Control,1.098738365615707
Control,19.565713080201554
Control,3.796744050457904
Control,3.9230431154772996
Control,-10.066983635409864
Control,0.4277229277163159
Control,19.914311136886525
Control,2.353768159414516
Control,-3.729015248122031
Control,8.40741752959277
Control,-30.632476172442676
Control,15.13851598252245
Control,-33.18497659675812
Control,-1.2838341524049421
Control,-12.052268604409521
Control,-17.857593649505397
Control,-2.6024907476439587
Control,19.05221547747433
Control,15.550596296299595
Control,9.963775857737048
Control,-3.48355782423064
Control,-3.6369067309235033
Control,-7.625654636654322
Control,9.442132666951224
Control,10.87267851454358
Control,-15.296577926272294
