,salary
117785,124042.18
117786,125110.49
117787,122015.54
117788,128434.57
117789,122914.21
117790,122103.82
117791,121032.31
117792,120659.21
117793,118587.75
117794,121227.01
117795,121149.62
117796,119204.53
117797,115250.26
117798,119921.58
117799,120964.68
117800,121268.2
117801,120541.57
117802,127483.73
117803,119050.42
117804,119050.42
117805,117615.87
117806,119114.15
117807,119003.6
117808,120325.12
117809,121251.65
117810,121419.64
117811,119650.06
117812,120372.84
117813,119473.33
117814,117161.05
117815,121107.4
117816,120467.59
117817,118919.99
117818,117987.96
117819,120883.83
117820,123635.16
117821,119208.21
117822,121059.98
117823,111698.58
117824,123750.11
117825,121430.94
117826,119114.61
117827,120878.35
117828,120605.42
117829,119344.18
117830,122823.51
117831,112649.0
117832,116009.81
117833,116058.32
117834,117889.54
117835,121179.26
117836,119513.33
117837,117001.84
117838,120915.97
117839,119608.5
117840,120578.94
117841,121064.76
117842,120105.77
117843,120737.15
117844,122992.01
117845,118693.33
117846,120531.76
117847,124550.8
117848,115880.32
117849,119839.52
117850,120183.78
117851,125424.14
117852,123381.95
117853,120699.59
117854,121430.86
117855,121305.3
117856,122670.65
117857,121179.67
117858,122188.01
117859,118562.53
117860,119419.78
117861,117919.79
117862,115000.32
117863,122859.31
117864,118830.28
117865,121190.56
117866,122518.44
117867,118056.0
117868,121368.03
117869,119544.61
117870,121583.62
117871,122234.12
117872,117532.08
117873,121207.63
117874,120037.42
117875,120858.6
117876,120120.72
117877,127512.78
117878,120051.26
117879,121539.68
117880,120173.2
117881,120337.7
117882,119506.31
117883,119685.42
117884,118726.13
117885,121937.83
117886,125468.99
117887,122262.89
117888,118307.08
117889,118307.03
117890,118669.22
117891,121649.79
117892,120146.06
117893,122230.61
117894,119043.78
117895,118002.37
117896,123708.12
117897,121112.48
117898,121312.14
117899,123911.74
117900,122619.4
117901,120687.02
117902,118175.03
117903,120876.51
117904,120984.22
117905,123654.84
117906,120240.4
117907,124957.97
117908,123523.01
117909,119915.17
117910,121171.87
117911,124033.35
117912,122359.29
117913,118983.25
117914,118558.61
117915,119220.88
117916,118792.79
117917,117219.4
117918,119832.28
117919,118032.1
117920,118032.02
117921,110773.73
117922,120523.88
117923,123521.14
117924,120417.97
117925,121124.97
117926,118718.16
117927,118942.5
117928,118758.45
117929,114564.35
117930,117957.64
117931,121340.58
117932,117953.24
117933,117568.76
117934,121350.04
117935,120557.58
117936,120628.13
117937,118509.03
117938,112641.85
117939,119912.91
117940,118965.56
117941,117725.55
117942,127063.69
117943,116796.21
117944,120033.76
117945,119301.6
117946,114871.02
117947,116852.2
117948,122756.78
117949,118486.24
117950,119260.34
117951,118616.95
117952,122161.56
117953,116575.39
117954,121513.07
117955,122683.89
117956,120199.09
117957,117757.69
117958,121062.87
117959,117898.99
117960,119494.64
117961,116728.71
117962,127853.54
117963,119254.25
117964,119185.35
117965,119237.72
117966,121210.35
117967,117989.59
117968,122480.76
117969,117650.75
117970,121966.77
117971,125181.34
117972,110244.15
117973,118947.91
117974,119416.43
117975,118254.94
117976,109966.78
117977,117595.0
117978,117598.8
117979,118049.66
117980,119761.97
117981,123877.9
117982,121702.2
117983,120059.55
117984,118185.53
117985,118056.61
117986,117886.35
117987,120382.62
117988,118800.37
117989,117502.43
117990,118234.37
117991,116081.75
117992,120224.0
117993,139596.87
117994,124764.92
117995,109388.67
117996,109388.67
117997,118706.64
117998,122043.02
117999,121120.55
118000,116432.14
118001,121894.26
118002,117982.46
118003,118417.32
118004,121495.66
118005,117316.42
118006,120876.73
118007,117774.8
118008,118242.21
118009,109388.67
118010,117899.59
118011,120349.47
118012,119038.72
118013,119051.02
118014,117283.0
118015,121182.09
118016,116338.51
118017,121163.08
118018,122062.96
118019,117287.37
118020,154633.23
118021,138327.05
118022,116413.54
118023,120464.69
118024,117923.02
118025,116459.33
118026,118049.06
118027,117379.9
118028,118400.22
118029,123012.0
118030,117222.73
118031,117005.64
118032,117202.45
118033,117064.66
118034,118072.22
118035,117157.54
118036,118876.85
118037,121726.85
118038,118895.62
118039,117704.65
118040,117961.97
118041,117176.84
118042,116200.01
118043,116200.0
118044,117521.04
118045,108819.34
118046,118768.71
118047,117123.84
118048,117528.05
118049,122515.18
118050,119373.09
118051,123654.49
118052,120789.53
118053,124085.95
118054,118500.77
118055,118307.05
118056,121340.8
118057,121679.64
118058,119045.63
118059,117551.73
118060,120010.13
118061,120395.4
118062,120086.66
118063,111134.26
118064,116039.8
118065,118583.21
118066,117065.44
118067,121201.73
118068,125509.69
118069,116981.0
118070,118132.88
118071,155775.29
118072,125142.28
118073,116924.98
118074,117403.92
118075,119330.95
118076,116916.24
118077,122052.85
118078,116399.02
118079,117054.11
118080,121133.17
118081,115042.52
118082,109388.67
118083,109388.67
118084,116892.25
118085,117366.15
118086,117349.91
118087,117012.16
118088,116853.0
118089,118261.74
118090,117421.22
118091,117960.89
118092,117175.34
118093,121500.65
118094,119031.66
118095,120966.3
118096,121822.2
118097,119565.74
118098,117581.16
118099,118997.2
118100,124157.76
118101,117764.76
118102,123794.89
118103,120050.84
118104,111140.01
118105,116766.68
118106,108846.49
118107,116339.97
118108,117331.63
118109,119186.86
118110,118027.58
118111,117103.55
118112,117732.48
118113,122181.64
118114,118757.66
118115,118034.85
118116,116638.53
118117,117772.56
118118,117973.49
118119,117678.47
118120,110677.09
118121,120435.78
118122,115300.57
118123,115722.49
118124,116692.29
118125,117904.58
118126,109388.67
118127,109388.67
118128,116567.08
118129,116567.02
118130,116567.0
118131,117899.51
118132,118138.87
118133,116535.86
118134,117857.77
118135,113172.52
118136,117852.02
118137,117264.26
118138,110418.86
118139,116507.52
118140,123875.98
118141,121524.67
118142,118093.76
118143,116472.78
118144,119618.1
118145,117954.58
118146,117424.4
118147,117126.51
118148,116481.46
118149,119268.52
118150,117784.77
118151,118433.39
118152,120154.5
118153,121053.86
118154,112726.84
118155,116391.02
118156,118141.28
118157,115450.03
118158,117645.18
118159,117144.26
118160,117210.04
118161,117522.72
118162,118529.5
118163,116379.99
118164,119684.76
118165,126273.71
118166,116525.56
118167,115389.5
118168,117373.4
118169,112562.37
118170,120075.26
118171,119717.56
118172,119857.91
118173,117595.08
118174,119871.23
118175,120912.88
118176,116309.31
118177,116079.28
118178,117010.94
118179,117360.37
118180,116910.24
118181,123282.02
118182,124774.08
118183,120004.56
118184,120774.95
118185,118462.41
118186,119547.73
118187,116781.86
118188,115433.29
118189,117298.61
118190,116240.0
118191,116561.92
118192,108576.01
118193,116249.34
118194,117029.84
118195,116475.33
118196,116200.1
118197,116200.05
118198,116200.05
118199,116200.03
118200,116200.03
118201,116200.03
118202,116200.02
118203,116200.01
118204,116200.01
118205,116200.0
118206,118508.75
118207,124958.72
118208,116189.77
118209,130377.76
118210,113264.01
118211,108299.88
118212,116999.65
118213,118800.62
118214,118420.7
118215,121915.38
118216,119467.86
118217,115173.5
118218,115173.5
118219,119988.27
118220,118755.52
118221,116327.0
118222,119303.75
118223,113632.6
118224,119061.2
118225,110382.76
118226,119228.18
118227,118245.69
118228,113813.86
118229,123697.48
118230,117230.91
118231,123561.98
118232,116042.84
118233,117262.2
118234,111107.5
118235,118735.29
118236,117220.54
118237,117472.21
118238,116437.75
118239,119018.09
118240,117541.57
118241,116736.2
118242,116864.31
118243,115103.12
118244,116253.55
118245,117778.66
118246,116567.39
118247,115933.75
118248,117393.66
118249,116227.36
118250,115892.87
118251,115929.51
118252,116737.23
118253,117546.13
118254,120650.13
118255,114952.84
118256,120117.47
118257,118105.72
118258,117498.54
118259,115862.92
118260,115520.99
118261,117619.01
118262,115857.27
118263,115563.7
118264,120328.8
118265,117628.73
118266,121791.36
118267,118894.19
118268,115170.69
118269,120492.98
118270,116662.19
118271,117197.22
118272,116926.37
118273,115438.53
118274,123121.45
118275,119880.43
118276,117217.82
118277,116931.27
118278,122410.49
118279,116014.45
118280,112525.62
118281,116266.24
118282,117152.61
118283,116011.09
118284,115219.05
118285,117267.25
118286,115661.01
118287,115953.74
118288,119432.06
118289,154216.28
118290,119328.71
118291,116425.05
118292,116589.98
118293,118995.5
118294,114678.83
118295,108996.3
118296,121026.62
118297,134329.46
118298,116742.38
118299,122215.01
118300,118577.07
118301,114621.2
118302,115598.54
118303,125913.5
118304,118475.84
118305,120014.66
118306,119861.18
118307,117171.86
118308,116361.56
118309,117750.17
118310,116550.82
118311,114553.04
118312,115496.2
118313,121786.84
118314,114513.31
118315,116583.43
118316,117383.8
118317,116277.95
118318,125662.0
118319,121972.62
118320,116062.02
118321,114261.25
118322,116218.12
118323,115456.78
118324,115450.08
118325,117344.31
118326,115450.09
118327,115450.06
118328,115450.06
118329,115450.06
118330,115450.06
118331,115450.04
118332,115450.03
118333,115450.01
118334,115450.01
118335,115450.0
118336,117420.95
118337,117360.32
118338,117944.96
118339,119122.64
118340,118970.59
118341,116328.32
118342,119579.12
118343,116471.53
118344,114456.22
118345,118159.28
118346,112652.99
118347,121976.48
118348,115586.88
118349,118858.4
118350,118098.36
118351,116061.97
118352,118202.56
118353,109388.67
118354,114395.56
118355,116811.01
118356,115463.65
118357,129164.04
118358,116924.15
118359,115053.0
118360,114603.2
118361,119760.91
118362,118683.26
118363,114325.7
118364,115271.14
118365,116630.39
118366,113664.99
118367,114317.05
118368,114317.03
118369,114317.01
118370,114317.0
118371,114317.0
118372,118968.85
118373,116257.42
118374,121040.0
118375,114317.0
118376,116141.96
118377,114296.52
118378,113815.19
118379,117515.95
118380,117562.0
118381,113184.76
118382,115216.0
118383,121141.2
118384,116719.53
118385,116299.26
118386,114944.97
118387,107787.2
118388,116847.36
118389,123465.37
118390,115211.73
118391,115324.13
118392,116410.77
118393,115176.61
118394,119074.31
118395,116279.27
118396,115279.84
118397,116119.94
118398,118306.75
118399,118680.17
118400,114902.01
118401,118013.81
118402,121365.7
118403,115666.73
118404,116190.11
118405,118550.3
118406,115921.53
118407,117976.91
118408,117900.25
118409,114922.5
118410,116517.99
118411,117877.79
118412,116800.76
118413,117604.25
118414,116963.52
118415,114147.77
118416,115905.31
118417,116741.06
118418,119591.38
118419,116027.03
118420,120299.08
118421,115734.06
118422,115067.5
118423,114970.08
118424,118008.22
118425,131453.68
118426,118458.84
118427,106409.98
118428,114928.04
118429,114922.91
118430,118623.18
118431,114911.2
118432,118676.64
118433,114888.07
118434,114888.05
118435,114888.04
118436,114888.01
118437,114888.0
118438,114888.16
118439,114888.12
118440,114888.07
118441,116358.38
118442,121401.97
118443,118989.02
118444,114994.12
118445,114873.1
118446,114873.08
118447,114873.07
118448,114873.08
118449,113926.14
118450,115280.7
118451,114862.01
118452,116298.7
118453,114847.34
118454,117479.33
118455,117655.73
118456,117699.61
118457,115944.22
118458,119175.39
118459,117529.4
118460,119454.6
118461,114755.53
118462,113857.4
118463,114755.52
118464,115473.65
118465,119338.4
118466,118950.97
118467,115353.07
118468,114755.54
118469,114756.4
118470,119169.14
118471,122311.03
118472,116061.11
118473,115304.42
118474,115672.51
118475,135763.44
118476,118192.28
118477,114797.22
118478,115343.53
118479,114671.04
118480,115599.15
118481,114799.18
118482,118173.7
118483,124226.5
118484,114700.43
118485,114621.21
118486,114621.25
118487,114621.24
118488,114621.22
118489,114621.21
118490,114621.2
118491,114621.19
118492,116113.59
118493,117311.97
118494,109665.0
118495,119805.61
118496,115403.01
118497,116334.36
118498,117179.81
118499,115691.65
118500,116346.31
118501,116852.95
118502,114562.66
118503,114553.11
118504,114553.04
118505,114553.01
118506,116325.05
118507,111879.86
118508,115166.12
118509,114578.02
118510,115995.13
118511,116296.45
118512,106621.15
118513,115709.46
118514,116258.31
118515,118516.0
118516,115375.75
118517,115625.43
118518,113477.73
118519,113477.71
118520,113477.7
118521,113477.72
118522,119619.56
118523,117097.84
118524,116423.95
118525,116077.17
118526,114397.52
118527,117277.04
118528,115574.45
118529,114382.87
118530,124538.11
118531,113977.39
118532,116300.38
118533,115886.64
118534,116187.82
118535,114317.07
118536,114317.05
118537,114317.02
118538,114317.06
118539,114317.06
118540,114317.04
118541,114317.08
118542,114317.07
118543,114317.07
118544,114317.07
118545,114317.07
118546,114317.07
118547,114317.07
118548,114317.06
118549,114317.06
118550,114317.06
118551,114317.06
118552,114317.06
118553,114317.05
118554,114317.05
118555,114317.05
118556,114317.05
118557,114317.04
118558,114317.05
118559,114317.05
118560,114317.03
118561,114317.05
118562,114317.04
118563,114317.04
118564,114317.04
118565,114317.04
118566,114317.04
118567,114317.04
118568,114317.03
118569,114317.03
118570,114317.03
118571,114317.03
118572,114317.02
118573,114317.02
118574,114317.02
118575,114317.02
118576,114317.02
118577,114317.02
118578,114317.01
118579,114317.01
118580,114317.01
118581,114317.01
118582,114317.01
118583,114317.01
118584,114317.01
118585,114317.01
118586,114317.01
118587,114317.01
118588,114317.0
118589,114317.0
118590,114317.0
118591,114317.0
118592,114317.0
118593,117959.16
118594,114315.92
118595,119683.43
118596,114317.09
118597,114317.09
118598,115531.65
118599,119047.1
118600,115148.01
118601,115587.51
118602,116748.18
118603,115191.53
118604,118430.45
118605,118081.82
118606,116089.67
118607,109968.0
118608,114607.94
118609,113950.42
118610,125662.03
118611,115374.64
118612,116735.68
118613,114196.75
118614,114797.87
118615,117610.8
118616,121201.19
118617,114153.07
118618,114153.02
118619,113209.04
118620,113209.03
118621,113209.0
118622,113209.03
118623,116923.7
118624,114361.71
118625,115048.68
118626,115654.58
118627,115658.52
118628,109804.3
118629,116813.28
118630,116544.9
118631,114773.02
118632,118097.82
118633,113232.86
118634,114035.8
118635,116500.7
118636,114021.44
118637,115651.82
118638,114186.22
118639,118649.95
118640,113998.03
118641,113998.02
118642,113998.0
118643,113316.84
118644,117653.04
118645,114001.94
118646,115438.87
118647,116984.21
118648,115518.36
118649,115329.41
118650,117687.94
118651,118928.97
118652,115309.5
118653,113949.0
118654,115470.32
118655,120142.12
118656,116954.19
118657,114292.06
118658,115869.74
118659,113900.4
118660,113885.46
118661,113926.35
118662,117233.07
118663,118674.53
118664,115379.08
118665,118669.71
118666,116643.25
118667,115079.66
118668,115398.69
118669,116672.04
118670,117881.73
118671,113853.87
118672,113983.22
118673,114485.84
118674,117322.72
118675,114059.92
118676,117507.55
118677,117666.23
118678,115474.11
118679,116115.38
118680,112855.21
118681,112845.53
118682,140972.05
118683,113828.49
118684,116143.57
118685,113823.78
118686,117577.11
118687,115072.4
118688,115413.38
118689,113341.19
118690,113744.06
118691,113744.02
118692,113744.0
118693,118447.11
118694,113733.87
118695,115076.84
118696,117444.98
118697,112788.1
118698,111594.0
118699,113551.27
118700,115706.66
118701,116665.13
118702,150330.04
118703,116267.34
118704,117013.93
118705,114030.77
118706,118229.38
118707,113665.48
118708,114352.18
118709,115849.31
118710,116530.67
118711,117920.87
118712,117059.98
118713,115811.35
118714,115880.84
118715,117028.45
118716,113373.6
118717,105727.07
118718,113598.66
118719,116014.31
118720,116579.8
118721,114637.61
118722,112537.88
118723,114924.77
118724,113529.51
118725,115647.38
118726,116302.7
118727,115622.39
118728,112176.26
118729,112119.63
118730,113901.59
118731,115608.09
118732,120335.43
118733,115496.29
118734,115272.05
118735,115297.78
118736,112230.62
118737,112669.35
118738,113475.76
118739,104728.43
118740,113464.82
118741,121289.54
118742,114467.93
118743,150035.78
118744,116071.31
118745,112496.9
118746,113792.79
118747,120141.97
118748,105779.09
118749,115872.16
118750,114071.35
118751,112378.74
118752,117156.09
118753,113455.41
118754,113918.7
118755,116148.27
118756,116611.31
118757,113177.63
118758,114715.41
118759,114534.01
118760,113338.04
118761,113338.04
118762,113338.0
118763,112274.4
118764,115173.58
118765,113161.42
118766,116000.41
118767,115904.94
118768,114909.95
118769,113288.42
118770,113281.61
118771,113252.46
118772,113231.06
118773,112296.51
118774,116161.84
118775,113382.78
118776,113209.1
118777,113209.11
118778,113209.01
118779,113209.06
118780,113209.05
118781,113210.08
118782,113209.12
118783,113209.1
118784,113209.1
118785,113209.09
118786,113209.08
118787,113209.07
118788,113209.08
118789,113209.08
118790,113209.07
118791,113209.06
118792,113209.08
118793,113209.06
118794,113209.06
118795,113209.05
118796,113209.06
118797,113209.04
118798,113209.06
118799,113209.05
118800,113209.05
118801,113209.05
118802,113209.05
118803,113209.04
118804,113209.04
118805,113209.04
118806,113209.03
118807,113209.04
118808,113209.03
118809,113209.04
118810,113209.04
118811,113209.02
118812,113209.02
118813,113209.02
118814,113209.03
118815,113209.02
118816,113209.02
118817,113209.02
118818,113209.01
118819,113209.01
118820,113209.02
118821,113209.01
118822,113209.01
118823,113209.01
118824,113209.01
118825,113209.01
118826,113209.01
118827,113209.0
118828,113209.0
118829,113209.0
118830,113209.0
118831,113209.0
118832,113209.0
118833,113209.0
118834,113209.0
118835,113209.0
118836,113209.0
118837,113209.17
118838,113209.07
118839,113209.06
118840,113209.02
118841,114492.12
118842,114013.68
118843,116879.3
118844,112257.6
118845,115570.35
118846,114481.04
118847,113538.68
118848,113470.44
118849,112911.27
118850,115848.11
118851,120133.32
118852,126128.19
118853,116245.2
118854,116013.76
118855,117999.62
118856,114258.78
118857,114734.37
118858,104175.95
118859,116733.58
118860,114108.33
118861,149623.52
118862,112153.6
118863,114819.79
118864,115680.88
118865,113206.45
118866,117022.02
118867,113102.37
118868,116331.0
118869,113307.14
118870,113431.38
118871,114713.16
118872,113605.44
118873,113033.05
118874,113855.37
118875,119513.66
118876,113902.94
118877,114585.48
118878,113129.22
118879,113236.01
118880,114910.66
118881,117533.72
118882,112986.53
118883,112983.78
118884,113372.79
118885,112603.55
118886,120394.58
118887,112018.5
118888,115311.97
118889,112673.46
118890,112606.86
118891,115637.11
118892,110232.07
118893,114214.83
118894,112527.7
118895,112532.63
118896,117144.6
118897,112662.69
118898,114192.45
118899,116616.69
118900,111689.5
118901,113032.55
118902,115213.62
118903,117241.02
118904,113560.74
118905,112831.83
118906,112677.74
118907,119261.96
118908,112940.18
118909,112325.79
118910,124203.42
118911,112785.03
118912,113989.86
118913,112997.21
118914,114076.71
118915,111587.97
118916,118810.9
118917,111814.61
118918,112706.12
118919,113370.57
118920,117235.68
118921,117853.22
118922,112673.04
118923,112673.03
118924,112673.01
118925,114316.4
118926,116664.41
118927,113868.72
118928,113567.8
118929,111483.27
118930,115314.06
118931,115412.91
118932,123282.71
118933,113585.72
118934,111716.9
118935,118442.56
118936,115267.93
118937,112625.23
118938,114866.63
118939,112779.04
118940,111684.44
118941,135946.04
118942,112576.51
118943,112613.58
118944,111392.11
118945,150455.38
118946,112624.64
118947,115030.38
118948,116203.0
118949,116445.21
118950,114667.82
118951,113299.28
118952,113967.96
118953,112638.22
118954,113092.53
118955,114947.98
118956,113480.62
118957,118157.73
118958,113669.84
118959,114379.34
118960,112478.04
118961,113737.58
118962,112923.32
118963,115800.18
118964,115634.47
118965,114158.5
118966,118182.66
118967,111513.71
118968,112362.04
118969,114485.16
118970,112352.48
118971,112352.53
118972,123550.09
118973,115861.68
118974,113007.0
118975,115790.81
118976,112293.57
118977,116570.67
118978,112276.16
118979,111530.0
118980,115621.24
118981,116864.09
118982,110656.0
118983,113672.33
118984,119905.46
118985,112518.39
118986,111522.01
118987,113598.06
118988,113338.57
118989,111272.76
118990,113698.27
118991,116829.58
118992,111437.62
118993,115180.28
118994,115452.99
118995,114345.93
118996,111272.8
118997,110122.97
118998,112146.05
118999,113509.71
119000,113318.5
119001,113753.32
119002,112717.21
119003,120860.14
119004,112143.8
119005,119199.1
119006,115822.82
119007,112092.08
119008,112092.07
119009,112092.03
119010,112092.02
119011,114119.5
119012,117116.93
119013,115717.55
119014,115448.56
119015,116343.43
119016,113932.28
119017,149869.96
119018,112066.01
119019,114668.99
119020,104432.97
119021,111779.51
119022,117890.15
119023,112618.15
119024,116032.3
119025,112140.37
119026,112894.47
119027,113219.38
119028,113957.29
119029,112130.98
119030,113109.87
119031,111256.85
119032,111833.82
119033,114326.04
119034,114418.85
119035,113174.63
119036,131902.55
119037,112421.79
119038,114209.39
119039,111885.45
119040,111456.45
119041,114356.17
119042,110873.03
119043,115202.84
119044,111844.01
119045,114074.83
119046,103757.41
119047,112291.45
119048,112664.87
119049,114886.96
119050,114750.64
119051,111547.95
119052,117452.0
119053,112991.52
119054,112901.45
119055,111766.12
119056,111766.12
119057,111766.08
119058,121971.8
119059,111728.51
119060,111728.48
119061,111724.77
119062,112748.06
119063,111712.53
119064,112981.96
119065,116373.66
119066,111684.4
119067,112413.21
119068,112188.4
119069,111681.39
119070,110535.22
119071,113418.2
119072,112286.61
119073,109074.32
119074,111693.8
119075,113333.28
119076,110505.0
119077,112227.27
119078,111655.77
119079,114580.9
119080,112546.23
119081,112303.99
119082,114616.03
119083,109041.45
119084,111661.25
119085,111647.58
119086,111605.88
119087,112706.24
119088,111450.76
119089,111598.36
119090,113342.09
119091,113427.02
119092,103706.15
119093,112273.64
119094,111562.09
119095,113404.12
119096,111310.13
119097,111840.31
119098,118140.19
119099,110400.92
119100,112492.01
119101,116973.4
119102,110368.01
119103,114309.39
119104,108571.3
119105,110580.1
119106,115024.41
119107,112662.31
119108,111022.03
119109,111495.98
119110,111739.25
119111,115156.03
119112,111570.9
119113,114437.29
119114,107600.4
119115,117044.21
119116,114512.79
119117,115146.31
119118,107027.11
119119,111389.27
119120,113050.39
119121,110481.81
119122,110481.81
119123,110481.8
119124,111711.66
119125,113217.6
119126,114813.05
119127,115278.03
119128,111906.2
119129,148996.84
119130,113804.03
119131,113232.44
119132,111346.27
119133,111346.27
119134,111346.25
119135,111346.24
119136,111346.24
119137,122510.1
119138,113132.09
119139,120380.43
119140,113889.22
119141,113786.08
119142,137692.5
119143,111823.8
119144,113298.33
119145,113540.57
119146,113698.54
119147,112942.15
119148,110323.4
119149,110313.5
119150,116848.67
119151,111208.9
119152,110939.37
119153,112338.5
119154,112079.72
119155,102287.6
119156,111766.75
119157,116161.47
119158,111564.4
119159,116010.38
119160,117927.12
119161,111138.42
119162,115139.89
119163,114879.02
119164,116451.54
119165,114202.79
119166,110785.49
119167,110200.01
119168,113596.48
119169,111285.48
119170,113788.72
119171,114097.15
119172,111096.91
119173,111066.32
119174,111981.74
119175,111322.95
119176,104632.37
119177,114563.33
119178,111230.3
119179,112369.86
119180,115408.97
119181,111756.86
119182,111021.12
119183,111021.08
119184,111021.04
119185,111021.03
119186,111021.02
119187,111021.01
119188,111021.0
119189,112604.29
119190,106050.66
119191,110765.11
119192,113090.46
119193,118349.36
119194,115562.45
119195,112721.35
119196,113446.83
119197,115783.7
119198,113828.71
119199,115029.7
119200,111173.08
119201,110609.75
119202,110622.75
119203,110963.32
119204,112455.45
119205,110441.51
119206,113576.77
119207,114564.13
119208,101975.4
119209,111651.51
119210,115081.62
119211,114439.27
119212,110607.66
119213,114731.93
119214,111465.38
119215,106031.32
119216,115828.38
119217,113472.24
119218,114931.83
119219,104168.75
119220,114539.88
119221,111134.55
119222,112798.61
119223,116484.36
119224,110824.0
119225,112342.73
119226,110774.87
119227,113343.48
119228,112764.91
119229,114929.14
119230,110556.13
119231,111270.93
119232,112307.27
119233,110954.55
119234,110720.52
119235,113758.65
119236,120084.45
119237,116045.32
119238,111525.15
119239,114802.27
119240,110991.51
119241,110896.39
119242,112267.9
119243,110741.01
119244,110726.41
119245,112207.51
119246,111395.29
119247,109749.88
119248,120541.14
119249,112599.7
119250,111999.49
119251,112725.91
119252,110700.05
119253,122579.67
119254,112850.27
119255,116051.67
119256,110683.0
119257,110242.39
119258,114622.54
119259,111426.9
119260,112754.67
119261,112233.52
119262,109520.01
119263,109742.05
119264,114421.79
119265,111696.24
119266,110726.66
119267,114616.02
119268,110599.1
119269,111144.27
119270,111343.46
119271,113676.37
119272,114608.95
119273,112632.26
119274,109751.63
119275,110314.46
119276,110314.41
119277,111601.01
119278,109216.01
119279,113486.15
119280,112656.54
119281,111278.9
119282,112894.47
119283,109395.5
119284,110517.86
119285,112806.02
119286,113175.4
119287,113084.68
119288,111864.51
119289,112773.2
119290,112770.72
119291,112503.45
119292,112154.44
119293,108560.84
119294,108948.96
119295,109694.02
119296,111556.84
119297,111459.28
119298,110200.02
119299,111639.27
119300,113520.08
119301,111634.79
119302,110830.02
119303,109942.33
119304,109942.32
119305,114223.43
119306,113249.21
119307,111629.43
119308,111226.99
119309,112486.87
119310,109913.37
119311,115255.63
119312,112373.81
119313,109532.91
119314,113981.64
119315,112518.08
119316,109891.1
119317,109197.52
119318,110187.18
119319,110157.75
119320,104204.78
119321,112122.81
119322,121037.65
119323,109847.31
119324,115857.26
119325,109147.66
119326,110919.69
119327,110495.42
119328,110482.1
119329,109105.81
119330,112851.17
119331,112871.12
119332,110304.15
119333,109359.58
119334,118707.11
119335,111860.87
119336,112760.47
119337,116912.96
119338,110712.14
119339,111427.94
119340,111049.9
119341,110200.08
119342,110200.03
119343,110200.03
119344,110200.03
119345,110200.03
119346,110200.02
119347,110200.02
119348,110200.01
119349,110200.0
119350,110200.0
119351,109960.07
119352,112399.64
119353,111153.88
119354,109188.38
119355,110285.22
119356,110175.42
119357,111861.43
119358,109923.0
119359,110362.25
119360,111892.7
119361,113041.75
119362,109889.0
119363,110437.47
119364,110439.93
119365,110840.4
119366,109101.1
119367,114076.27
119368,112224.3
119369,110372.91
119370,107642.95
119371,113792.9
119372,115365.85
119373,110330.22
119374,110317.51
119375,107806.87
119376,111672.88
119377,109071.55
119378,110758.58
119379,109960.14
119380,109960.09
119381,110795.11
119382,109960.09
119383,109960.09
119384,109960.08
119385,109960.06
119386,109960.05
119387,109960.04
119388,109960.03
119389,109960.04
119390,109960.03
119391,109960.04
119392,109960.02
119393,109960.02
119394,109960.02
119395,109960.02
119396,109960.01
119397,109960.01
119398,109960.02
119399,109960.02
119400,109960.02
119401,109960.01
119402,109960.0
119403,112272.48
119404,123118.4
119405,108817.01
119406,131334.84
119407,111645.59
119408,113403.56
119409,112714.21
119410,110258.14
119411,111388.72
119412,111970.72
119413,114661.84
119414,108883.33
119415,110567.63
119416,109976.02
119417,109421.09
119418,110731.65
119419,112773.72
119420,113164.2
119421,111356.06
119422,111856.37
119423,112068.38
119424,110577.23
119425,109565.91
119426,114922.82
119427,110003.42
119428,108660.3
119429,111951.74
119430,112945.3
119431,110332.17
119432,111069.34
119433,109781.22
119434,115768.75
119435,112824.1
119436,108591.9
119437,108591.91
119438,110896.77
119439,109477.01
119440,112457.91
119441,110378.39
119442,113748.63
119443,112515.35
119444,111158.09
119445,110773.7
119446,111780.85
119447,123021.54
119448,108338.93
119449,109666.04
119450,118717.4
119451,111652.6
119452,111515.23
119453,111163.27
119454,110323.07
119455,115080.5
119456,102001.35
119457,109830.11
119458,112363.91
119459,114127.27
119460,111291.48
119461,109051.38
119462,110897.26
119463,110145.54
119464,108407.03
119465,113998.14
119466,109290.54
119467,112138.66
119468,113943.85
119469,110574.6
119470,109496.35
119471,109525.73
119472,109669.89
119473,109526.76
119474,108561.05
119475,108561.02
119476,108561.0
119477,108561.0
119478,108561.0
119479,108561.0
119480,110231.44
119481,111331.18
119482,145218.37
119483,111257.29
119484,110473.3
119485,109195.43
119486,109477.1
119487,109420.05
119488,109437.09
119489,109437.05
119490,108286.01
119491,146638.12
119492,108254.08
119493,110113.6
119494,111388.92
119495,114396.1
119496,111189.32
119497,110821.72
119498,112831.83
119499,112149.33
119500,112080.99
119501,111441.03
119502,110881.22
119503,146537.27
119504,109075.89
119505,108437.06
119506,110323.78
119507,114633.88
119508,114281.56
119509,108854.8
119510,110465.87
119511,110683.47
119512,108924.44
119513,109013.05
119514,109318.44
119515,111889.6
119516,109792.59
119517,121482.64
119518,111681.53
119519,111809.68
119520,108337.02
119521,110006.21
119522,109677.65
119523,108981.06
119524,109281.83
119525,109713.23
119526,109200.93
119527,108761.2
119528,108069.34
119529,108742.8
119530,103219.53
119531,108948.78
119532,109766.72
119533,109302.74
