FMID,MarketName,street,city,County,State,zip,x,y,Website,Facebook,Twitter,Youtube,OtherMedia,Organic,Tofu,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,WildHarvested,updateTime,Location,Credit,WIC,WICcash,SFMNP,SNAP,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time
1000964,Block Island Farmers Market - Negus Park,Negus Park - Ocean Avenue,Block Island,Washington,Rhode Island,02807,-71.57006,41.176538,http://blockislandfarmersmarket.com/,,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,4/29/2014 9:20:25 AM,Local government building grounds,Y,N,N,N,N,06/14/2014 to 08/30/2014,Sat: 9:00 AM-11:30 AM;,,,,,,
1007473,Bloomfield Farmers Market,"Bloomfield Town Hall, 800 Bloomfield Avenue",Bloomfield,Hartford,Connecticut,,-72.737,41.8299,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005232,Bloomfield Farmers' Market,704 S. Prairie St,Bloomfield,Stoddard,Missouri,63825,-89.9298107,36.880682,,,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,6/5/2012 11:51:52 AM,,N,N,N,N,N,May to October,Thu:4:00 PM - 6:00 PM;,,,,,,
1011829,Bloomfield Saturday Market,5050 Liberty Ave,Pittsburgh,Allegheny,Pennsylvania,15224,-79.944435,40.459005,http://www.bloomfieldnow.org,https://www.facebook.com/bloomfieldmarket/,twitter.com/bloomfieldmrkt,,instagram.com/bloomfieldpgh,-,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,3/25/2016 1:55:13 PM,,Y,N,N,Y,Y,06/04/2016 to 11/05/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
1001125,Blooming Prairie Farmers Market,210 4th St NE,Blooming Prairie,Steele,Minnesota,55917,-93.0535,43.8717,,,,,,-,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/5/2011 4:45:20 PM,Private business parking lot,N,N,N,N,N,May to October,Fri:4:00 pm - 6:00 pm;,,,,,,
1008070,Bloomingdale Farmers' Market,First and R Streets NW,Washington,District of Columbia,District of Columbia,20009,-77.0121571,38.9126037,,https://www.facebook.com/BloomingdaleFarmersMarket,https://twitter.com/BloomingdaleFM,,,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,4/5/2014 1:50:09 PM,Closed-off public street,Y,Y,Y,Y,Y,05/04/2014 to 11/23/2014,Sun: 9:00 AM-1:00 PM;,,,,,,
1000154,Bloomingrove Produce Auction,1091 Free Rd,Shiloh,Richland,Ohio,44878,-82.5544,40.9603,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1002254,Bloomington Community Farmers' Market,401 North Morton St.,Bloomington,Monroe,Indiana,47401,-86.53614,39.1695,http://www.bloomington.in.gov/farmersmarket,https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,4/2/2014 8:43:54 AM,Local government building grounds,Y,Y,N,Y,Y,04/05/2014 to 11/29/2014,Sat: 8:00 AM-1:00 PM;,,,,,,
1005945,Bloomington Farmers Market,1800 W. Old Shakopee Road,Bloomington,Hennepin,Minnesota,55431,-93.301241,44.825926,http://www.BloomingtonMN.gov,,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,3/16/2014 8:47:00 PM,Local government building grounds,Y,Y,N,Y,Y,06/08/2013 to 10/12/2013,Sat: 8:00 AM-1:00 PM;,,,,,,
1011784,Bloomington Winter Farmers Market,,Bloomington,Monroe,Indiana,47401,-86.5263857,39.165325,http://bloomingtonwinterfarmersmarket.com,https://www.facebook.com/Bloomington-Winter-Farmers-Market-205299875349/,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,2/17/2016 11:09:22 AM,,Y,N,N,N,Y,12/05/2015,Sat: 9:00 AM-12:30 PM;,,,,,,
1000208,Bloomsburg Farmers Market,Market Street at Main Street,Bloomsburg,Columbia,Pennsylvania,17815,-76.457784,41.00246,http://www.bloomsburgpa.org/bloomsburg-farmers-market,,,,,-,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,6/27/2016 1:24:33 PM,,Y,Y,N,Y,N,05/28/2016 to 10/29/2016,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,
1002737,Blossom Hill Certified Farmers' Market,Santa Teresa Blvd and Highway 85 & 87 Interchange,San Jose,Santa Clara,California,95136,-121.859454,37.256556,http://www.cafarmersmkts.com/markets/category/blossom,https://www.Facebook.com/SanJoseFarmersMarket,https://twitter.com/cafarmersmkts,,http://www.pinterest.com/cafarmersmkts/,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,4/1/2014 5:46:57 PM,Other,Y,Y,N,Y,Y,01/01/2014 to 12/31/2014,Sun: 9:00 AM-1:00 PM;,,,,,,
1005883,Blount County Farmers Market,500 New Street,Oneonta,Blount,Alabama,35121,-86.47024042904378,33.9443186670542,http://www.bcoabc.com,,,,,-,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,3/31/2014 3:54:26 PM,Other,N,Y,N,Y,N,06/01/2013 to 10/26/2013,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,
1005708,Blountville Farmer's Market,3258 Highway 126,Blountville,Sullivan,Tennessee,37617,-82.3201083333333,36.534047222222206,,,,,,-,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,5/7/2012 11:39:02 AM,Local government building grounds,N,N,N,N,N,April to October,,,,,,,
1007661,Blowing Rock Fresh Market,Located between Memorial Park and the American Legion on Wallingford Street,Blowing Rock,Watauga County,North Carolina,,-81.6799,36.1322,http://www.blowingrock.com/freshmarket.htm,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1008372,Blue Hill Farmers Market ,"Rt 172, Ellsworth Road",Blue Hill ,Hancock,Maine,04614,-68.57713199999999,44.427436,http://www.bluehillfarmersmarket.com,https://www.facebook.com/bluehillfarmersmarket,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,4/24/2014 3:24:47 PM,Private business parking lot,Y,N,Y,N,Y,05/24/2014 to 08/16/2014,Sat: 9:30 AM-11:30 PM;,,,,,,
1009271,"Blue Moon Acres Farm Market- Pennington, NJ",11 Willow Creek Dr.,Pennington,,New Jersey,08534,-74.7885,40.3467,http://www.bluemoonacres.net/,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1005223,Blue Springs Farmers Market,11th St & Main St,Blue Springs,Lafayette,Missouri,64015,-94.2778137,39.0183736,http://www.bluespringsfarmersmarket.com,https://www.facebook.com/BlueSpringsFarmersMarket,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,6/5/2012 11:56:34 AM,,N,N,N,N,N,May to October,Sat:7:00 AM - 12:00 PM;,,,,,,
1003675,Blue Water Farmers Market,"Riverview Plzaz, north end, N. Riverside Street",St. Clair,St. Clair,Michigan,48079,-82.48299999999998,42.8332,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1001063,Bluebird Market,218 N. Center St.,Thomaston,Upson,Georgia,30286,-84.3264,32.8906,http://www.bluebirdmarket.com,https://www.facebook.com/BluebirdMarket,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2011 3:50:51 PM,Private business parking lot,N,N,N,N,N,January to December,Sat:8:00 am - 12:00 pm;,,,,,,
1005436,"Bluefield, VA Farmers Market",Walnut Street,Bluefield,Tazewell,Virginia,,-81.27162,37.251613,,,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,5/12/2014 1:55:27 PM,Local government building grounds,N,N,N,Y,Y,05/01/2012 to 10/31/2012,Fri: 8:00 AM-12:00 PM;,,,,,,
1008177,"Bluegrass Farmers' Market, Inc.",3450 Richmond Rd.,Lexington,Fayette,Kentucky,40509,-84.440997,37.99559,http://www.bluegrassfarmersmarket.org/,https://www.facebook.com/pages/Bluegrass-Farmers-Market/108689732505252,,,http://www.localharvest.org/blog/29529/,-,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,4/22/2014 1:55:09 PM,Private business parking lot,Y,Y,N,Y,N,04/12/2014 to 10/25/2014,Tue: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,
1010000,"Bluegrass Farmers' Market, Inc.",3070 Lakecrest Circle,Lexington,Fayette,Kentucky,40513,-84.555073,38.016553,http://www.bluegrassfarmersmarket.org,https://www.facebook.com/pages/Bluegrass-Farmers-Market/108689732505252?ref=br_tf,,,www.localharvest.org/blog/29529,-,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,4/22/2014 2:02:18 PM,Private business parking lot,Y,Y,N,Y,N,05/10/2014 to 10/25/2014,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,
1004274,Bluegrass Global Growers Market,4801 Southside Drive,Louisville,Jefferson,Kentucky,40214,-85.763805,38.178432,http://www.americanacc.org,https://www.facebook.com/kentuckyRAPP,https://twitter.com/RAPPky,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/10/2013 2:22:37 PM,Other,Y,N,N,N,Y,07/16/2013 to 10/29/2013,Tue: 5:30 PM-8:30 PM;,,,,,,
1008789,Bluelicks Farmers Market,P.O. Box 66 U. S. 68 ,Mount Olivet ,Robertson,Kentucky,41064,-83.98544,38.441814,,,,,,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,3/24/2014 3:18:34 PM,Federal/State government building grounds,N,Y,Y,N,N,05/09/2014 to 10/03/2014,Fri: 3:00 PM-7:00 PM;,,,,,,
1005713,Bluffton Farmers Market,Main Street,Bluffton,Allen,Ohio,45817,-83.8902,40.8879,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1001780,Bluffton Farmers' and Artisans' Market,360 N. Main Street,Bluffton,Wells,Indiana,46714,-85.17163000000002,40.742723,,https://www.facebook.com/BlufftonIndianaFarmersMarket/,,,,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,6/27/2016 1:45:40 PM,,Y,N,N,N,N,05/07/2016 to 10/08/2016,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,
1006960,Blytheville Farmers Market,former Hoops Drive-In,Blytheville,Mississippi County,Arkansas,,-89.919,35.9273,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1006643,BMI Farmers' Market,1415 Key Highway,Baltimore,Baltimore City,Maryland,21230,-76.600499,39.273976,http://www.thebmi.org/calendar-events/bmi-farmers-market/,http://www.facebook.com/pages/Baltimore-MD/Baltimore-Museum-of-Industry/61070592971,https://twitter.com/BMIatWork,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,6/27/2016 1:19:46 PM,,Y,Y,Y,Y,N,05/07/2016 to 11/26/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
1004074,Boalsburg Farmers Market,"Pennsylvania Military Museum, Business Route 322",Boalsburg,Centre,Pennsylvania,16827,-77.797107,40.780354,http://www.boalsburgfarmersmarket.com,https://www.facebook.com/pages/Boalsburg-Farmers-Market/108299077230,,,https://www.instagram.com/boalsburgfarmersmarket/,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,6/27/2016 3:16:49 PM,,Y,N,Y,Y,Y,01/01/2016 to 12/31/2016,Tue: 2:00 PM-6:00 PM;,,,,,,
1001617,Boaz Farmers Market,108 Line Street,Boaz,Marshall,Alabama,35957,-86.1621,34.196,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1010576,Boca Grande Farmers Market,305 Wheeler Road Ball Field,Boca Grande,Lee,Florida,33921,-82.26167170000002,26.7490152,http://www.bocagrandefarmersmarket.com,www.facebook.com/farmersmarketfriday,,,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,6/23/2016 1:15:26 PM,,Y,N,N,N,N,10/14/2016 to 04/14/2017,Fri: 9:30 AM-1:30 PM;,,,,,,
1000279,Boca Raton Green Market,400 S Federal Hwy,Boca Raton ,Palm Beach,Florida,33432,-80.08610999999998,26.345812,,https://www.facebook.com/bocaratongreenmarket,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,8/5/2014 11:13:57 AM,Private business parking lot,Y,N,N,N,N,10/18/2014 to 06/06/2015,Sat: 8:00 AM-1:00 PM;,,,,,,
1006683,Bogert Farmers' Market,"Bogert Park, S. Church Ave.",Bozeman,Gallatin,Montana,59715,-111.031,45.6752,http://www.bogertfarmersmarket.com,https://www.facebook.com/pages/Bogert-Farmers-Market/212101778815402,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010  1:33PM,,N,N,N,N,N,,,,,,,,
1010486,Boise Farmers Market,1080 W. Front Street - Summer Market,Boise,Ada,Idaho,83702,-116.2146068,43.6187102,http://www.theboisefarmersmarket.com,,,,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,8/13/2014 3:15:53 AM,Private business parking lot,Y,N,N,N,Y,,Sat: 9:00 AM-1:00 PM;,,,,,,
1002866,Bolan Farmers Market,In front of Bolan School House,Bolan,Worth,Iowa,50440,-93.1185,43.3728,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005231,Bollinger County Farmers' Market,200 State Hwy 34,Marble Hill,Bollinger,Missouri,63764,-89.9796801,37.30195250000001,,,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,6/5/2012 12:10:03 PM,,N,N,N,N,N,April to October,Sat:8:00 AM - 12:00 PM;,,,,,,
1009168,Bolton Landing Chamber of Commerce Farmers' Market,7 Goodman Ave,Bolton Landing,,New York,12814,-73.6563,43.5564,http://www.boltonlandingfarmersmarket.com/boltonlandingfarmersmarket.com/Welcome.html,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1001513,Bonaparte Farmers Market,Corner of 1st & Washington Streets,Bonaparte,Van Buren,Iowa,52620,-91.8019,40.6979,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009399,Bondurant Farmers Market,101 Grant Street N,Bondurant,,Iowa,50035,-93.4632,41.7015,http://www.localharvest.org/bondurant-farmers-market-M57024,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1010517,Bonita Springs Farmers Market,26795 South Bay Drive,Bonita Springs ,Lee,Florida,34134,-81.80830999999998,26.349881,http://BuyLocalLee.com,Facebook.com/BonitaSpringsFarmersMarketPromenade,,,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,8/19/2014 11:03:20 AM,,Y,N,N,N,N,09/06/2014 to 04/25/2015,Sat: 8:00 AM-1:00 PM;,,,,,,
1004185,Bonita Springs Lions Club Downtown Farmers Market,27300 Old 41 Road,Bonita Springs,Lee,Florida,34135,-81.779296875,26.341100692749,http://www.Cityofbonitasprings.org,,,,,-,N,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,6/27/2013 10:08:06 AM,Local government building grounds,N,N,N,N,N,10/16/2013 to 05/14/2014,Wed: 8:00 AM-1:00 PM;,,,,,,
1001840,Bonners Ferry Farmers Market,6400 Kootenai St,Bonners Ferry,Boundary,Idaho,83805,-116.314,48.6961,http://www.bonnersferryfarmersmarket.org,https://www.facebook.com/BonnersFerryFarmersMarket,,,,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,4/19/2011 12:53:03 AM,Private business parking lot,N,N,N,N,N,April to October,Sat:8:00 am - 1:00 pm;,,,,,,
1003632,Boone County Farmers Market,1961 Burlington Pike,Burlington,Boone,Kentucky,41005,-84.699311,39.020084,http://www.boonecountyfarmersmarket.org,https://www.facebook.com/TheBooneCountyFarmersMarket,,,,-,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,3/13/2014 2:16:20 PM,Federal/State government building grounds,Y,Y,N,N,N,05/04/2013 to 12/20/2013,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;Sun: 9:00 AM-6:00 PM;,,,,,,
1005874,Boone County Farmers Market,Courthouse Square in Harrison,Harrison,Boone,Arkansas,72602,-93.1079,36.2304,http://www.mainstreetharrison.org,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1011796,Boone County Farmers Market,2300 Bernadette,Columbia,Boone,Missouri,65203,-92.372114,38.963622,http://www.boonecountyfarmers.com,,,,,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/5/2016 12:10:19 AM,,Y,N,N,N,Y,04/16/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,
1006833,Boone Farmers Market Association,7th and Story Street,Boone,Boone,Iowa,50036,-93.8800205,42.0627184,http://www.boonefarmersmarket.com,,,,,-,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,6/27/2016 9:40:32 PM,,Y,Y,Y,Y,Y,06/02/2016 to 10/27/2016,Thu: 3:00 PM-6:00 PM;,,,,,,
1001144,Booneville Farmers Market,E. State Hwy. 10,Booneville,Logan,Arkansas,72927,-93.8518,35.1477,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1003803,Boonton Farmers Market,,Boonton,Morris,New Jersey,07005,-74.412675,40.905624,http://www.BoontonMainStreet.org,,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,6/27/2016 3:06:17 PM,,Y,Y,N,N,Y,06/07/2014 to 11/15/2014,Sat: 8:30 AM-1:00 PM;,,,,,,
1001907,Boonville CFM,14040 Hwy 128- Boonville Hotel,Boonville,Mendocino,California,95415,-123.368,39.0091,,,,,,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,4/13/2011 6:19:54 PM,Private business parking lot,N,Y,N,N,N,May to October,Sat:9:30 am - 12:00 pm;,,,,,,
1005230,Boonville Farmers Market,1920 Main St.,Boonville,Cooper,Missouri,65233,-92.74074240000002,38.9573969,,,,,,-,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,6/5/2012 12:44:49 PM,Private business parking lot,N,N,N,N,N,April to October,Sat:8:00 AM - 1:00 PM;,,,,,,
1005908,Boonville Farmers Market,222 Schuyler St.,Boonville,Oneida,New York,13309,-75.344045,43.48177800000001,http://www.boonvillefarmersmarket.com,https://www.facebook.com/groups/450336421724155/,,,,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,6/29/2013 5:00:15 PM,Other,N,Y,N,Y,N,,Thu: 12:00 PM-6:00 PM;,,,,,,
1000953,Boordy Vineyards-Good Life Thursdays,12820 Long Green Pike,Hydes,Baltimore,Maryland,21082,-76.4881,39.4754,http://www.boordy.com,,,,,-,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,7/24/2011 9:40:38 AM,,N,Y,N,Y,N,,,,,,,,
1002672,Bordentown City's Farmers Market,207 Crosswicks Street,Bordentown,Burlington,New Jersey,08505,-74.70301579999997,40.1456881,,https://www.facebook.com/BordentownFarmersMarket,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/31/2014 6:12:29 PM,Other,Y,N,N,N,N,06/01/2014 to 09/31/2014,,,,,,,
1001016,Boring Farmer's Market, 28151 SE Hwy 212,Boring,Clackamas,Oregon,97009,-122.373674,45.431356,http://www.boringfarmersmarket.com,https://www.facebook.com/pages/Boring-Farmers-Market/223625564346989,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/4/2014 9:57:41 PM,Private business parking lot,N,N,N,N,N,06/01/2014 to 09/07/2014,Sun: 10:00 AM-3:00 PM;,,,,,,
1007073,Boro Farmers Market,Angling Road and Route 6N,Endinboro,Crawford,Pennsylvania,16412,-80.1507,41.8923,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1000101,Boro Park Greenmarket,14th Ave - 49 & 50 Sts,Brooklyn,Kings,New York,11219,-73.99049699999998,40.633137,http://www.grownyc.org,https://www.facebook.com/BrooklynGreenmarkets,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,7/23/2013 2:25:04 PM,Other,Y,Y,Y,Y,Y,07/11/2013 to 11/21/2013,Thu: 8:00 AM-3:00 PM;,,,,,,
1000293,Borrego Springs Chamber of Commerce Farmers Market,Christmas Circle and Palm Canyon Drive,Borrego Springs,San Diego,California,92004,-116.378,33.2566,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1011061,Boscobel Farmers Market,800 Wisconsin Ave,Boscobel ,Grant,Wisconsin,53805,-90.707006,43.135848,,Boscobel Farmers Market,,,,-,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,4/21/2015 1:30:36 AM,,Y,N,N,N,N,05/09/2015 to 10/17/2015,Sat: 8:00 AM-12:00 PM;,,,,,,
1006967,Boston Medical Center,840 Harrison Ave.,Boston,Suffolk,Massachusetts,02118,-71.0747,42.3352,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1006680,Boston University Farmers Market,775 Commonwealth,Boston,Suffolk,Massachusetts,02215,-71.1085,42.35051,http://www.bu.edu/dining/about-us/sustainability/farmers-market/,,,,,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/19/2015 1:42:35 PM,,Y,Y,Y,Y,N,09/03/2015 to 10/29/2015,Thu: 11:00 AM-3:00 PM;,,,,,,
1006886,Boston/Prudential Center,Boylston Street,Boston,Suffolk,Massachusetts,01450,-71.0823,42.348,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1011174,Botetourt Farmer's Market ,Daleville Town Center,Daleville ,Botetourt,Virginia,24083,-79.913375,37.417409,http://www.facebook.com/botetourtfarmersmarket,www.facebook.com/botetourtfarmersmarket,,,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,6/27/2016 6:36:24 PM,,Y,N,N,N,N,05/07/2016 to 10/15/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
